query_id,place_id,variant,seed,correct_rank
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,manila:102,raw,raw,33
toronto_query_-1caqsIDW4YpUBZB98J9uV,toronto:33,raw,raw,3
manila_query_-10rV9IlRhgTnk5e_QJbgA,manila:142,raw,raw,459
toronto_query_-3UT7A8bNUkVBgSLW30-ow,toronto:185,raw,raw,8
manila_query_-2h231ovohZWmrsaBllNyw,manila:177,raw,raw,6
toronto_query_-4IVXvKV2D8brXjQPZ1GRA,toronto:88,raw,raw,2
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,manila:160,raw,raw,104
toronto_query_-4mlNvZUZnbmRaGbiIndoA,toronto:102,raw,raw,61
manila_query_-5pMypBbFEXHPOTYNJl_EA,manila:116,raw,raw,4
toronto_query_-5HBlqC41yTbYA1NM7dz1A,toronto:156,raw,raw,1
manila_query_-6NSbTuzpeyDbSXKeGAasg,manila:190,raw,raw,41
toronto_query_-5RKNbex7In9Ys4mH40wXA,toronto:3,raw,raw,387
manila_query_-6_2C-ExaVhx4ONvHOvffw,manila:67,raw,raw,75
toronto_query_-5ryd5v5eXUsmP9y4p6w_g,toronto:346,raw,raw,97
manila_query_-6_XaKv0Rrp2Jl0G9m_8NQ,manila:88,raw,raw,1
toronto_query_-5z50PgNYnxK8Ns2WmF_TQ,toronto:301,raw,raw,65
manila_query_-7YHsOWBiYFmYcRzIM0ijg,manila:92,raw,raw,4
toronto_query_-68JeZKxV2XoP0N_6780Og,toronto:55,raw,raw,3
manila_query_-81llwEm_ZxNy7Sa7Xrjlw,manila:53,raw,raw,1
toronto_query_-6ZIqrL48IaL1dCCO7bDVQ,toronto:351,raw,raw,2
manila_query_-85J_HceaTP2S0IavwkQ-A,manila:119,raw,raw,600
toronto_query_-7C0G-8afrBbN3hImbBHsA,toronto:346,raw,raw,182
manila_query_-9tG6ERjH4jVcWo9jkVvBg,manila:29,raw,raw,5
toronto_query_-7bDZLvVOVk7ethfd1yomg,toronto:251,raw,raw,2
manila_query_-AXkFLZ0HchDGYvJ_KZ3dQ,manila:13,raw,raw,63
toronto_query_-85n6JJLXmi04edt5JxhzQ,toronto:21,raw,raw,46
manila_query_-ColYSDtqqoE3TZ4eZHu8g,manila:189,raw,raw,22
toronto_query_-8BknWmZh2lEnEeect73Ww,toronto:273,raw,raw,1
manila_query_-ELxcda6ePiuO6nR3VP3-A,manila:20,raw,raw,3
toronto_query_-8NbZpIbjwqAXwoRMmYddg,toronto:196,raw,raw,1
manila_query_-EVOy4h35ZUyBK4r6uBM5g,manila:15,raw,raw,140
toronto_query_-8Q-Otkctyr1cXAnmn2BEw,toronto:23,raw,raw,1
manila_query_-EthLwRJMwt-Shb-xpIYlA,manila:119,raw,raw,361
toronto_query_-8imnyri_5yPaHzqoBtiSg,toronto:274,raw,raw,49
manila_query_-GD9SrklFbEy7mNAK9uIXg,manila:143,raw,raw,3
toronto_query_-8zrNMH6voa2ZtBaGNpoYQ,toronto:130,raw,raw,1
manila_query_-GRDcYlSjwLZPQ0LqKatqA,manila:171,raw,raw,92
toronto_query_-90qYles5GKU3ikhCYP3xg,toronto:265,raw,raw,1
manila_query_-GYvqZ8BYSfzGUbFI13obA,manila:109,raw,raw,107
toronto_query_-95Ypw11XUgNqZdY5m4GCw,toronto:85,raw,raw,175
manila_query_-HF88JWAO1GDy0F6B4ZeZg,manila:202,raw,raw,71
toronto_query_-9p2_cESNINnXfab4o-dKQ,toronto:121,raw,raw,5
