query_id,place_id,variant,seed,correct_rank
cph_query_-07-gME-zaQLhCsFrSInSg,cph:241,raw,raw,64
london_query_-7cNAk24ZhuoOowcvDoImw,london:126,raw,raw,3
manila_query_-Tvw2ZcjPmZrmxcJ3PNHwQ,manila:33,raw,raw,1
toronto_query_-90qYles5GKU3ikhCYP3xg,toronto:265,raw,raw,25
zurich_query_-71-BK_yAOJ1soK0OQWIcg,zurich:44,raw,raw,153
cph_query_-8E-udXiyMJCRp_UkM4Kgw,cph:245,raw,raw,1
london_query_-9KgeyegI3TaGMqglsDENg,london:111,raw,raw,1
manila_query_-aK1h18UZREBqmVQH9KSvw,manila:163,raw,raw,301
toronto_query_-95Ypw11XUgNqZdY5m4GCw,toronto:85,raw,raw,327
zurich_query_0UfO0g5oR-GfH12twjOIuw,zurich:94,raw,raw,29
cph_query_-CmhgNHgZVau1Sw841AZJw,cph:271,raw,raw,1
london_query_-Flts9XBA2wVlru8_LHbkg,london:111,raw,raw,46
manila_query_0HDjGgFDFNLLLoIt7KRL8w,manila:110,raw,raw,44
toronto_query_-Af6Q3npKjccLu7TwYvlsQ,toronto:197,raw,raw,63
zurich_query_0zEmJXMA03W0EBFP74wRVQ,zurich:60,raw,raw,1
cph_query_-EJZ9qR_FRIGfCF6DhQCJg,cph:175,raw,raw,1
london_query_-UeH_UbGnPshWdeEEYfhyQ,london:121,raw,raw,1
manila_query_0ed_PP7fieRzEYXkO2A8eg,manila:164,raw,raw,19
toronto_query_-DB8UBv2Rg4kTi6HTqrhOw,toronto:228,raw,raw,1
zurich_query_1m7TsKky4-P_wejHzydwGA,zurich:94,raw,raw,9
cph_query_-G_OOR1_yAfdfgnlKYNKnQ,cph:254,raw,raw,1
london_query_-WyzcGh-_EYVhI50Y9F08Q,london:121,raw,raw,2
manila_query_0kLPd8KXrFPt1W0cz898BA,manila:33,raw,raw,2
toronto_query_-HBbI6fcMz-R3CyduFEoDg,toronto:426,raw,raw,46
zurich_query_1sBdE5f8-v-NkrLCZwXW8A,zurich:94,raw,raw,1
cph_query_-I8EyCiw4PS74_uGuMqUYQ,cph:332,raw,raw,52
london_query_-dp5VWHVq4LzwLgq7y7yhw,london:28,raw,raw,6
manila_query_11R4PgMUZIhIckAYgtQ4og,manila:164,raw,raw,3
toronto_query_-MvRj243NBTPnognhgb4Cg,toronto:421,raw,raw,15
zurich_query_2Jlw6RGW0gpw6zDS8H05gw,zurich:86,raw,raw,1
cph_query_-Q7samX2RjJwU9xiKFxpug,cph:175,raw,raw,1
london_query_-u8BrzndSdD1lHKeeOwN1A,london:121,raw,raw,2
manila_query_16UN3ZZPgdptoO3HGxvESg,manila:62,raw,raw,97
toronto_query_-WowlTfVg0YyJZuhkEYtcg,toronto:285,raw,raw,36
