query_id,correct_gallery_id,correct_rank,correct_similarity,hardest_negative_id,hardest_negative_similarity,retrieval_margin,top1_gallery_id,top5_hit,top10_hit,psnr_mean,effective_weight_energy,effective_mse,clipping_fraction,weight_top10pct_share,placement,operator,label,backbone,seed,gallery_size
amman_query_-39Q9edqZUArYHa41OPDoQ,amman_database_230ybQVhceCf4Sln4SPOMQ,3,0.8214327096939087,nairobi_database_18gWBFrXYXa2ANqWz5940w,0.8336935043334961,-0.012260794639587402,nairobi_database_18gWBFrXYXa2ANqWz5940w,1,1,24.153639187064122,0.2507728934288025,249.871337890625,0.02014431357383728,0.10000001639127731,uniform,gaussian,uniform same-energy,resnet18,1234,0
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,boston_database_-XpWzw3N73sfAC2jKTbD5Q,1,0.9026601314544678,boston_database_0XkG0EUDAUX3eUfdrB2wyw,0.8849397897720337,0.017720341682434082,boston_database_-XpWzw3N73sfAC2jKTbD5Q,1,1,24.336184011571696,0.25078102946281433,239.58628845214844,0.0473904088139534,0.10000001639127731,uniform,gaussian,uniform same-energy,resnet18,1234,0
cph_query_--FyHVca3HP-QgUmcAvToA,cph_database_0Q0gtEqeli73OIL6hl2ULA,261,0.7528269290924072,boston_database_932mKLunEVkghYGQPuv7Ew,0.820193886756897,-0.06736695766448975,boston_database_932mKLunEVkghYGQPuv7Ew,0,0,24.130496513661154,0.2507774531841278,251.20640563964844,0.01785481721162796,0.09999999403953552,uniform,gaussian,uniform same-energy,resnet18,1234,0
london_query_-0u7VsCOCAmwH4RFsN5BoA,london_database_f9ng8k9Ngt4UWja_a-mjaw,100,0.7700214982032776,manila_database_1_KCZ0iTXQEeCIdTzTcUHA,0.8070847392082214,-0.03706324100494385,manila_database_1_KCZ0iTXQEeCIdTzTcUHA,0,0,24.459664283971428,0.25077372789382935,232.87020874023438,0.08296983689069748,0.09999999403953552,uniform,gaussian,uniform same-energy,resnet18,1234,0
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,manila_database_Zr6IH7wDsmdaq7VyLJLKDg,20,0.7976844310760498,manila_database_7vOvfavBmZmLG0s8XGaBbA,0.8192195296287537,-0.021535098552703857,manila_database_7vOvfavBmZmLG0s8XGaBbA,0,0,24.142378710753967,0.2507741451263428,250.52005004882812,0.0176866315305233,0.10000000149011612,uniform,gaussian,uniform same-energy,resnet18,1234,0
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,nairobi_database_fdXQFliJlP2K6rvw_jLOnQ,2000,0.45672744512557983,boston_database_1CSb8crQRMh-oNn0kHeBYQ,0.8394267559051514,-0.38269931077957153,boston_database_1CSb8crQRMh-oNn0kHeBYQ,0,0,24.08751435863362,0.25077372789382935,253.70494079589844,0.009120008908212185,0.09999999403953552,uniform,gaussian,uniform same-energy,resnet18,1234,0
toronto_query_-1caqsIDW4YpUBZB98J9uV,toronto_database_0ItNHOVZYAjAFyIWcZNw3Q,2,0.8581421375274658,cph_database_5GKxJZYxgwMMJsgDfMxZ1w,0.8618490099906921,-0.0037068724632263184,cph_database_5GKxJZYxgwMMJsgDfMxZ1w,1,1,24.450095608129704,0.25076574087142944,233.38385009765625,0.07702365517616272,0.10000000894069672,uniform,gaussian,uniform same-energy,resnet18,1234,0
zurich_query_--RjvuIbkJiPNJknyeZN_Q,zurich_database_6NPG2JUZ0tfT5suxTsfVhQ,473,0.7530205845832825,zurich_database_4-amN7nLphQF0Qv7LEKCqQ,0.8270370960235596,-0.0740165114402771,zurich_database_4-amN7nLphQF0Qv7LEKCqQ,0,0,24.086003571500548,0.2507779896259308,253.793212890625,0.009776475839316845,0.10000000894069672,uniform,gaussian,uniform same-energy,resnet18,1234,0
amman_query_-6eEB_fS2eePRNUql6vOrQ,amman_database_Ld8UF_WG7d620clwmhmA7w,1,0.8403928279876709,amman_database_21axHEFcyX-1hI673vVgLQ,0.8375309705734253,0.0028618574142456055,amman_database_Ld8UF_WG7d620clwmhmA7w,1,1,24.051323061586857,0.2507794499397278,255.82798767089844,0.004367404617369175,0.09999999403953552,uniform,gaussian,uniform same-energy,resnet18,1234,0
boston_query_--VtRctVkqAafFr5b_6GXg,boston_database_UwsH5HN1NhjYYf2i_SZMMw,343,0.7667238712310791,london_database_808vVqVCbm47xAPgZbs7bQ,0.8355681300163269,-0.0688442587852478,london_database_808vVqVCbm47xAPgZbs7bQ,0,0,24.23651853067286,0.25077250599861145,245.14808654785156,0.03260091319680214,0.10000000149011612,uniform,gaussian,uniform same-energy,resnet18,1234,0
cph_query_--kN3Y3n0x47vWa8WX-a8w,cph_database_Ql2MXoTNSGeDQGwctdxVdA,1,0.8912157416343689,zurich_database_JlQZqZETcsktpyAY5mc1pg,0.8756601810455322,0.01555556058883667,cph_database_Ql2MXoTNSGeDQGwctdxVdA,1,1,24.067826593441588,0.2507750391960144,254.857666015625,0.00597330741584301,0.10000000149011612,uniform,gaussian,uniform same-energy,resnet18,1234,0
london_query_-4Vq2O1PhPmG6WK-yV402Q,london_database_ZMtlIMgqMeKcrAIPxCMp3g,5,0.8462385535240173,zurich_database_AnBHGSdcVBJF9G2F_FOMBw,0.856092095375061,-0.009853541851043701,zurich_database_AnBHGSdcVBJF9G2F_FOMBw,1,1,24.364464949547468,0.250778466463089,238.03118896484375,0.06555446982383728,0.10000000149011612,uniform,gaussian,uniform same-energy,resnet18,1234,0
manila_query_-10rV9IlRhgTnk5e_QJbgA,manila_database_8aFsf-s2G5vsaCKgNpxZxA,571,0.6996263861656189,manila_database_403INTlXpIBnsRFhSgUFOw,0.8125191926956177,-0.11289280652999878,manila_database_403INTlXpIBnsRFhSgUFOw,0,0,24.85501659183612,0.2507728934288025,212.60755920410156,0.1356608122587204,0.10000001639127731,uniform,gaussian,uniform same-energy,resnet18,1234,0
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,nairobi_database_XdvgQAdvS4ZnbRq1lFmPvA,7,0.8304105997085571,cph_database_-WLoHKY0ip7EewEcN8uwqQ,0.8507367968559265,-0.020326197147369385,cph_database_-WLoHKY0ip7EewEcN8uwqQ,0,1,24.059677158324245,0.25077036023139954,255.3363494873047,0.005615234375,0.10000000894069672,uniform,gaussian,uniform same-energy,resnet18,1234,0
toronto_query_-3UT7A8bNUkVBgSLW30-ow,toronto_database_ahYWgqSEuXW1UvHqjcvhbg,64,0.7136049866676331,boston_database_4ZbdgBgOEO3l9iL-DzVnYA,0.7694381475448608,-0.05583316087722778,boston_database_4ZbdgBgOEO3l9iL-DzVnYA,0,0,24.61984672661186,0.25077131390571594,224.43763732910156,0.09938151389360428,0.10000000149011612,uniform,gaussian,uniform same-energy,resnet18,1234,0
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,zurich_database_62HR56sCdEq3XIADUUPmBw,144,0.7930709719657898,toronto_database_8IdKAOR-XUaYZ5GRkHMZvw,0.8401463031768799,-0.04707533121109009,toronto_database_8IdKAOR-XUaYZ5GRkHMZvw,0,0,24.540151970225466,0.25077539682388306,228.59417724609375,0.08334960788488388,0.09999998658895493,uniform,gaussian,uniform same-energy,resnet18,1234,0
amman_query_-BJoV1t0rKwEzk0bsZplVQ,amman_database_RybCghn6dxdppOd3XPQXhw,1838,0.6109588146209717,toronto_database_3X0-VbThO-1gveFmYAjCkw,0.8130074739456177,-0.202048659324646,toronto_database_3X0-VbThO-1gveFmYAjCkw,0,0,24.080610028604,0.2507748603820801,254.1085968017578,0.00809461809694767,0.09999999403953552,uniform,gaussian,uniform same-energy,resnet18,1234,0
boston_query_-0n5FDAuOditKvxIekIbBg,boston_database_0-UUkPasBJ3e3InjW6isBg,1,0.8346400260925293,manila_database_3ED-M6yl_Y4YZkenDNv49Q,0.7923831939697266,0.042256832122802734,boston_database_0-UUkPasBJ3e3InjW6isBg,1,1,25.101503474024028,0.2507784366607666,200.8769073486328,0.1650119423866272,0.10000000149011612,uniform,gaussian,uniform same-energy,resnet18,1234,0
cph_query_--xKnCCc_4tDGo80iM-A_g,cph_database_2_XsYL2TeW-tmupH9iXwiw,4,0.8599097728729248,cph_database_6x-Cf_dWiNHC_vb7b4g-Jw,0.8704335689544678,-0.010523796081542969,cph_database_6x-Cf_dWiNHC_vb7b4g-Jw,1,1,24.172403939631128,0.2507784366607666,248.79403686523438,0.02662760391831398,0.10000000149011612,uniform,gaussian,uniform same-energy,resnet18,1234,0
london_query_-4pmBOZmF-ynXSkWw5BAew,london_database_5a908C1LT7cfUlW0-urdfA,8,0.802100419998169,london_database_4RzAdYnKozeLgXC156TdBw,0.8390889167785645,-0.03698849678039551,london_database_4RzAdYnKozeLgXC156TdBw,0,1,24.476543353375785,0.25077053904533386,231.96690368652344,0.09281683713197708,0.10000000149011612,uniform,gaussian,uniform same-energy,resnet18,1234,0
manila_query_-2h231ovohZWmrsaBllNyw,manila_database_AtwA7nHo3oRCY9gITWUBSw,349,0.7422590851783752,boston_database_7sEinu-9Cmc8M88D9wksJQ,0.8247395753860474,-0.08248049020767212,boston_database_7sEinu-9Cmc8M88D9wksJQ,0,0,24.2801069921499,0.2507748603820801,242.69993591308594,0.04303385317325592,0.09999999403953552,uniform,gaussian,uniform same-energy,resnet18,1234,0
nairobi_query_-dn1KaWvGY9H5JRLNtaYPg,nairobi_database_6TX4ZR0VfqHmNorJfDCQdA,54,0.7870745658874512,zurich_database_dc10RRbQNpdUphjhxUxjXQ,0.8413362503051758,-0.05426168441772461,zurich_database_dc10RRbQNpdUphjhxUxjXQ,0,0,24.471351099689336,0.2507757842540741,232.24440002441406,0.0888671875,0.10000000149011612,uniform,gaussian,uniform same-energy,resnet18,1234,0
toronto_query_-4IVXvKV2D8brXjQPZ1GRA,toronto_database_76nIzPCLBw3jsfFraKvLlg,2,0.843372106552124,toronto_database_5ey9E_udkLByc3LTBLFD3A,0.8434595465660095,-8.744001388549805e-05,toronto_database_5ey9E_udkLByc3LTBLFD3A,1,1,24.502121379610713,0.25077104568481445,230.604736328125,0.09375,0.09999999403953552,uniform,gaussian,uniform same-energy,resnet18,1234,0
zurich_query_-4StYjY5sT1S23ls5heCbg,zurich_database_0xDpDYmaqAvDwfmwyFRFZw,6,0.8540973663330078,manila_database_6UO1rXbzcAsmjLnIN1cZIA,0.8687424063682556,-0.014645040035247803,manila_database_6UO1rXbzcAsmjLnIN1cZIA,0,1,24.4296806320395,0.25077372789382935,234.48350524902344,0.07773979753255844,0.09999999403953552,uniform,gaussian,uniform same-energy,resnet18,1234,0
amman_query_-D0IlKF__f0c9DPAKbiYnw,amman_database_21axHEFcyX-1hI673vVgLQ,201,0.640460193157196,amman_database_q8IKz1dYe84bII8aKmSgZw,0.767025351524353,-0.12656515836715698,amman_database_q8IKz1dYe84bII8aKmSgZw,0,0,24.0549334198267,0.2507750391960144,255.6154022216797,0.00434027798473835,0.10000000149011612,uniform,gaussian,uniform same-energy,resnet18,1234,0
boston_query_-3hM-MR6uuw3se14vw3G0w,boston_database_Ald8XklVXJv2wFOcWoD7SA,568,0.660671055316925,boston_database_-R7nQetELLnuCzeSsoG04A,0.8091264963150024,-0.1484554409980774,boston_database_-R7nQetELLnuCzeSsoG04A,0,0,24.430427359688395,0.2507822811603546,234.4431915283203,0.05930989608168602,0.10000000149011612,uniform,gaussian,uniform same-energy,resnet18,1234,0
cph_query_-05vIhjxDNupFcgaM90L3w,cph_database_T7zbMe-_pVjIRayCf9mfQw,4,0.8072666525840759,manila_database_1-NjZL9b8KTrSIldAnLivA,0.8399481773376465,-0.03268152475357056,manila_database_1-NjZL9b8KTrSIldAnLivA,1,1,24.460940771918445,0.2507733702659607,232.80177307128906,0.0755208358168602,0.10000000894069672,uniform,gaussian,uniform same-energy,resnet18,1234,0
london_query_-5QOE2AlZX8rEz8ONtGRrg,london_database_tzCqLec4zbIFTQaeWR5IJQ,15,0.7424012422561646,cph_database_KcmZPxBh2otct6GkDCntKQ,0.7698526382446289,-0.027451395988464355,cph_database_KcmZPxBh2otct6GkDCntKQ,0,0,24.34512996431794,0.2507743537425995,239.09327697753906,0.04979383572936058,0.10000000149011612,uniform,gaussian,uniform same-energy,resnet18,1234,0
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,manila_database_4BntsnYF_qbNUbEWokRG4g,178,0.8011579513549805,toronto_database_xjOMFXloX5yu5hsMzo21Ww,0.8500038385391235,-0.048845887184143066,toronto_database_xjOMFXloX5yu5hsMzo21Ww,0,0,24.44408752337553,0.25076866149902344,233.70693969726562,0.07405056059360504,0.10000000149011612,uniform,gaussian,uniform same-energy,resnet18,1234,0
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,nairobi_database_7MRW-3Ez_WmqEo7oDHnYJw,156,0.6889722943305969,london_database_JeQXfjTo6VURMPAXsqqrqw,0.7814074754714966,-0.09243518114089966,london_database_JeQXfjTo6VURMPAXsqqrqw,0,0,24.31786296791764,0.250775545835495,240.59913635253906,0.05006510391831398,0.10000000894069672,uniform,gaussian,uniform same-energy,resnet18,1234,0
toronto_query_-4mlNvZUZnbmRaGbiIndoA,toronto_database_aGiRwJJAlM_N-HVpKyVj_Q,1,0.8303050398826599,toronto_database_0Xd5A1HQH8R9fdiXX-PmOg,0.8247276544570923,0.005577385425567627,toronto_database_aGiRwJJAlM_N-HVpKyVj_Q,1,1,24.48480075165637,0.25077539682388306,231.52627563476562,0.0774468332529068,0.09999998658895493,uniform,gaussian,uniform same-energy,resnet18,1234,0
zurich_query_-71-BK_yAOJ1soK0OQWIcg,zurich_database_D5f-Hfo2KgngABF8SxLx7A,17,0.7656773924827576,toronto_database_8e4Xv7EYFC8O81UvhnBfqQ,0.795343279838562,-0.029665887355804443,toronto_database_8e4Xv7EYFC8O81UvhnBfqQ,0,0,24.198534255097364,0.25076624751091003,247.30160522460938,0.02962782047688961,0.10000000894069672,uniform,gaussian,uniform same-energy,resnet18,1234,0
