query_id,condition,seed,opt_steps,optimised_against,correct_rank,top1_place,correct_place,effective_mse,psnr,weight_top10pct_share,weight_mean_square,surrogate_sim_start,surrogate_sim_end
amman_query_-39Q9edqZUArYHa41OPDoQ,uniform,1234,20,none,1,amman:31,amman:31,15.679998,36.1773,0.100000,1.000000,2.815373,2.815373
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,uniform,1234,20,none,1,boston:87,boston:87,15.679998,36.1773,0.100000,1.000000,2.798343,2.798343
cph_query_--FyHVca3HP-QgUmcAvToA,uniform,1234,20,none,20,london:8,cph:208,15.679997,36.1773,0.100000,1.000000,2.808749,2.808749
london_query_-0u7VsCOCAmwH4RFsN5BoA,uniform,1234,20,none,1,london:51,london:51,15.679997,36.1773,0.100000,1.000000,2.844966,2.844966
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,uniform,1234,20,none,11,manila:142,manila:102,15.680000,36.1773,0.100000,1.000000,2.880933,2.880933
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,uniform,1234,20,none,639,manila:46,nairobi:2,15.680000,36.1773,0.100000,1.000000,2.873604,2.873604
toronto_query_-1caqsIDW4YpUBZB98J9uV,uniform,1234,20,none,11,manila:16,toronto:33,15.679995,36.1773,0.100000,1.000000,2.839773,2.839773
zurich_query_--RjvuIbkJiPNJknyeZN_Q,uniform,1234,20,none,1,zurich:64,zurich:64,15.680000,36.1773,0.100000,1.000000,2.801388,2.801388
amman_query_-39Q9edqZUArYHa41OPDoQ,uniform_crossdraw,1234,20,none,1,amman:31,amman:31,15.679998,36.1773,0.100000,1.000000,2.815373,2.815373
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,uniform_crossdraw,1234,20,none,1,boston:87,boston:87,15.679997,36.1773,0.100000,1.000000,2.798343,2.798343
cph_query_--FyHVca3HP-QgUmcAvToA,uniform_crossdraw,1234,20,none,17,zurich:38,cph:208,15.680000,36.1773,0.100000,1.000000,2.808749,2.808749
london_query_-0u7VsCOCAmwH4RFsN5BoA,uniform_crossdraw,1234,20,none,2,london:21,london:51,15.679997,36.1773,0.100000,1.000000,2.844966,2.844966
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,uniform_crossdraw,1234,20,none,16,manila:142,manila:102,15.680000,36.1773,0.100000,1.000000,2.880933,2.880933
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,uniform_crossdraw,1234,20,none,91,manila:46,nairobi:2,15.679997,36.1773,0.100000,1.000000,2.873604,2.873604
toronto_query_-1caqsIDW4YpUBZB98J9uV,uniform_crossdraw,1234,20,none,5,manila:16,toronto:33,15.680000,36.1773,0.100000,1.000000,2.839773,2.839773
zurich_query_--RjvuIbkJiPNJknyeZN_Q,uniform_crossdraw,1234,20,none,1,zurich:64,zurich:64,15.680000,36.1773,0.100000,1.000000,2.801388,2.801388
amman_query_-39Q9edqZUArYHa41OPDoQ,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,1,amman:31,amman:31,15.679998,36.1773,0.538896,1.000000,2.815370,2.437219
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,1,boston:87,boston:87,15.679997,36.1773,0.521190,1.000000,2.798344,2.456496
cph_query_--FyHVca3HP-QgUmcAvToA,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,28,boston:206,cph:208,15.680000,36.1773,0.525466,1.000000,2.808769,2.391090
london_query_-0u7VsCOCAmwH4RFsN5BoA,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,2,manila:54,london:51,15.679997,36.1773,0.547091,1.000000,2.845002,2.513352
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,27,manila:142,manila:102,15.679998,36.1773,0.561613,1.000000,2.880938,2.535868
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,240,manila:140,nairobi:2,15.679997,36.1773,0.562813,1.000000,2.873587,2.500163
toronto_query_-1caqsIDW4YpUBZB98J9uV,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,8,manila:72,toronto:33,15.679996,36.1773,0.552312,1.000000,2.839771,2.418289
zurich_query_--RjvuIbkJiPNJknyeZN_Q,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,1,zurich:64,zurich:64,15.679998,36.1773,0.526159,1.000000,2.801378,2.448005
amman_query_-39Q9edqZUArYHa41OPDoQ,opt_transfer_crossdraw,1234,20,expectation:resnet50+vgg16+cosplace,1,amman:31,amman:31,15.680001,36.1773,0.538896,1.000000,2.815370,2.437219
