query_id,condition,seed,opt_steps,optimised_against,correct_rank,top1_place,correct_place,effective_mse,psnr,weight_top10pct_share,weight_mean_square,surrogate_sim_start,surrogate_sim_end
amman_query_-39Q9edqZUArYHa41OPDoQ,uniform,1234,20,none,1,amman:31,amman:31,15.679998,36.1773,0.100000,1.000000,3.795182,3.795182
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,uniform,1234,20,none,1,boston:87,boston:87,15.680000,36.1773,0.100000,1.000000,3.786110,3.786110
cph_query_--FyHVca3HP-QgUmcAvToA,uniform,1234,20,none,1,cph:208,cph:208,15.679998,36.1773,0.100000,1.000000,3.789929,3.789929
london_query_-0u7VsCOCAmwH4RFsN5BoA,uniform,1234,20,none,1,london:51,london:51,15.679997,36.1773,0.100000,1.000000,3.834258,3.834258
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,uniform,1234,20,none,1,manila:102,manila:102,15.680000,36.1773,0.100000,1.000000,3.870478,3.870478
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,uniform,1234,20,none,1706,zurich:30,nairobi:2,15.680000,36.1773,0.100000,1.000000,3.862968,3.862968
toronto_query_-1caqsIDW4YpUBZB98J9uV,uniform,1234,20,none,2,manila:72,toronto:33,15.679995,36.1773,0.100000,1.000000,3.824699,3.824699
zurich_query_--RjvuIbkJiPNJknyeZN_Q,uniform,1234,20,none,1,zurich:64,zurich:64,15.679998,36.1773,0.100000,1.000000,3.780969,3.780969
amman_query_-6eEB_fS2eePRNUql6vOrQ,uniform,1234,20,none,1,amman:21,amman:21,15.679997,36.1773,0.100000,1.000000,3.842427,3.842427
boston_query_--VtRctVkqAafFr5b_6GXg,uniform,1234,20,none,8,nairobi:22,boston:262,15.680000,36.1773,0.100000,1.000000,3.892914,3.892914
cph_query_--kN3Y3n0x47vWa8WX-a8w,uniform,1234,20,none,1,cph:162,cph:162,15.679997,36.1773,0.100000,1.000000,3.876317,3.876317
london_query_-4Vq2O1PhPmG6WK-yV402Q,uniform,1234,20,none,1,london:2,london:2,15.680000,36.1773,0.100000,1.000000,3.870084,3.870084
manila_query_-10rV9IlRhgTnk5e_QJbgA,uniform,1234,20,none,2,manila:29,manila:142,15.679998,36.1773,0.100000,1.000000,3.826219,3.826219
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,uniform,1234,20,none,1,nairobi:18,nairobi:18,15.679997,36.1773,0.100000,1.000000,3.819069,3.819069
toronto_query_-3UT7A8bNUkVBgSLW30-ow,uniform,1234,20,none,1,toronto:185,toronto:185,15.680000,36.1773,0.100000,1.000000,3.774113,3.774113
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,uniform,1234,20,none,1,zurich:13,zurich:13,15.680000,36.1773,0.100000,1.000000,3.870654,3.870654
amman_query_-39Q9edqZUArYHa41OPDoQ,uniform_crossdraw,1234,20,none,1,amman:31,amman:31,15.679998,36.1773,0.100000,1.000000,3.795182,3.795182
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,uniform_crossdraw,1234,20,none,1,boston:87,boston:87,15.679998,36.1773,0.100000,1.000000,3.786110,3.786110
cph_query_--FyHVca3HP-QgUmcAvToA,uniform_crossdraw,1234,20,none,1,cph:208,cph:208,15.680000,36.1773,0.100000,1.000000,3.789929,3.789929
london_query_-0u7VsCOCAmwH4RFsN5BoA,uniform_crossdraw,1234,20,none,3,boston:139,london:51,15.679997,36.1773,0.100000,1.000000,3.834258,3.834258
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,uniform_crossdraw,1234,20,none,1,manila:102,manila:102,15.679998,36.1773,0.100000,1.000000,3.870478,3.870478
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,uniform_crossdraw,1234,20,none,1340,zurich:30,nairobi:2,15.679997,36.1773,0.100000,1.000000,3.862968,3.862968
toronto_query_-1caqsIDW4YpUBZB98J9uV,uniform_crossdraw,1234,20,none,1,toronto:33,toronto:33,15.680001,36.1773,0.100000,1.000000,3.824699,3.824699
zurich_query_--RjvuIbkJiPNJknyeZN_Q,uniform_crossdraw,1234,20,none,1,zurich:64,zurich:64,15.680000,36.1773,0.100000,1.000000,3.780969,3.780969
amman_query_-6eEB_fS2eePRNUql6vOrQ,uniform_crossdraw,1234,20,none,1,amman:21,amman:21,15.679998,36.1773,0.100000,1.000000,3.842427,3.842427
boston_query_--VtRctVkqAafFr5b_6GXg,uniform_crossdraw,1234,20,none,8,cph:243,boston:262,15.679997,36.1773,0.100000,1.000000,3.892914,3.892914
cph_query_--kN3Y3n0x47vWa8WX-a8w,uniform_crossdraw,1234,20,none,1,cph:162,cph:162,15.680000,36.1773,0.100000,1.000000,3.876317,3.876317
london_query_-4Vq2O1PhPmG6WK-yV402Q,uniform_crossdraw,1234,20,none,1,london:2,london:2,15.679997,36.1773,0.100000,1.000000,3.870084,3.870084
manila_query_-10rV9IlRhgTnk5e_QJbgA,uniform_crossdraw,1234,20,none,2,manila:29,manila:142,15.680001,36.1773,0.100000,1.000000,3.826219,3.826219
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,uniform_crossdraw,1234,20,none,1,nairobi:18,nairobi:18,15.680000,36.1773,0.100000,1.000000,3.819069,3.819069
toronto_query_-3UT7A8bNUkVBgSLW30-ow,uniform_crossdraw,1234,20,none,1,toronto:185,toronto:185,15.680002,36.1773,0.100000,1.000000,3.774113,3.774113
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,uniform_crossdraw,1234,20,none,1,zurich:13,zurich:13,15.680000,36.1773,0.100000,1.000000,3.870654,3.870654
amman_query_-39Q9edqZUArYHa41OPDoQ,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,amman:31,amman:31,15.679998,36.1773,0.544300,1.000000,3.795171,3.389451
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,boston:87,boston:87,15.679998,36.1773,0.523973,1.000000,3.786150,3.432249
cph_query_--FyHVca3HP-QgUmcAvToA,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,cph:208,cph:208,15.679998,36.1773,0.530362,1.000000,3.789929,3.322323
london_query_-0u7VsCOCAmwH4RFsN5BoA,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,3,boston:139,london:51,15.679995,36.1773,0.553694,1.000000,3.834287,3.486280
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,manila:102,manila:102,15.680000,36.1773,0.567047,1.000000,3.870485,3.508400
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1785,zurich:30,nairobi:2,15.679998,36.1773,0.566843,1.000000,3.862949,3.482350
toronto_query_-1caqsIDW4YpUBZB98J9uV,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,8,manila:72,toronto:33,15.679997,36.1773,0.559937,1.000000,3.824696,3.387869
zurich_query_--RjvuIbkJiPNJknyeZN_Q,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,zurich:64,zurich:64,15.679997,36.1773,0.533759,1.000000,3.780972,3.385892
amman_query_-6eEB_fS2eePRNUql6vOrQ,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,amman:21,amman:21,15.680001,36.1773,0.547598,1.000000,3.842413,3.490904
boston_query_--VtRctVkqAafFr5b_6GXg,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,7,cph:243,boston:262,15.679998,36.1773,0.544060,1.000000,3.892931,3.663141
cph_query_--kN3Y3n0x47vWa8WX-a8w,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,cph:162,cph:162,15.679998,36.1773,0.531647,1.000000,3.876322,3.605682
london_query_-4Vq2O1PhPmG6WK-yV402Q,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,london:2,london:2,15.680000,36.1773,0.533635,1.000000,3.870109,3.475424
manila_query_-10rV9IlRhgTnk5e_QJbgA,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,2,manila:29,manila:142,15.679997,36.1773,0.567390,1.000000,3.826207,3.269050
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,nairobi:18,nairobi:18,15.679998,36.1773,0.560432,1.000000,3.819046,3.377318
toronto_query_-3UT7A8bNUkVBgSLW30-ow,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,toronto:185,toronto:185,15.680000,36.1773,0.546575,1.000000,3.774118,3.236093
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,opt_transfer,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,zurich:13,zurich:13,15.680000,36.1773,0.564235,1.000000,3.870660,3.455938
amman_query_-39Q9edqZUArYHa41OPDoQ,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,amman:31,amman:31,15.680000,36.1773,0.544300,1.000000,3.795171,3.389451
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,boston:87,boston:87,15.679998,36.1773,0.523973,1.000000,3.786150,3.432249
cph_query_--FyHVca3HP-QgUmcAvToA,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,cph:208,cph:208,15.679998,36.1773,0.530362,1.000000,3.789929,3.322323
london_query_-0u7VsCOCAmwH4RFsN5BoA,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,2,boston:139,london:51,15.680001,36.1773,0.553694,1.000000,3.834287,3.486280
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,manila:102,manila:102,15.679997,36.1773,0.567047,1.000000,3.870485,3.508400
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1618,zurich:30,nairobi:2,15.679997,36.1773,0.566843,1.000000,3.862949,3.482350
toronto_query_-1caqsIDW4YpUBZB98J9uV,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,toronto:33,toronto:33,15.679996,36.1773,0.559937,1.000000,3.824696,3.387869
zurich_query_--RjvuIbkJiPNJknyeZN_Q,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,zurich:64,zurich:64,15.679998,36.1773,0.533759,1.000000,3.780972,3.385892
amman_query_-6eEB_fS2eePRNUql6vOrQ,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,amman:21,amman:21,15.680000,36.1773,0.547598,1.000000,3.842413,3.490904
boston_query_--VtRctVkqAafFr5b_6GXg,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,8,cph:243,boston:262,15.680000,36.1773,0.544060,1.000000,3.892931,3.663141
cph_query_--kN3Y3n0x47vWa8WX-a8w,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,cph:162,cph:162,15.679998,36.1773,0.531647,1.000000,3.876322,3.605682
london_query_-4Vq2O1PhPmG6WK-yV402Q,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,london:2,london:2,15.680002,36.1773,0.533635,1.000000,3.870109,3.475424
manila_query_-10rV9IlRhgTnk5e_QJbgA,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,2,manila:29,manila:142,15.679997,36.1773,0.567390,1.000000,3.826207,3.269050
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,nairobi:18,nairobi:18,15.679998,36.1773,0.560432,1.000000,3.819046,3.377318
toronto_query_-3UT7A8bNUkVBgSLW30-ow,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,toronto:185,toronto:185,15.679997,36.1773,0.546575,1.000000,3.774118,3.236093
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,opt_transfer_crossdraw,1234,20,expectation:resnet18+resnet50+vgg16+cosplace,1,zurich:13,zurich:13,15.679997,36.1773,0.564235,1.000000,3.870660,3.455938
amman_query_-39Q9edqZUArYHa41OPDoQ,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,amman:31,amman:31,15.679998,36.1773,0.891813,1.000000,3.795171,2.780845
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,boston:87,boston:87,15.680001,36.1773,0.833168,1.000000,3.786150,3.077545
cph_query_--FyHVca3HP-QgUmcAvToA,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,cph:208,cph:208,15.680000,36.1773,0.882485,1.000000,3.789929,2.716061
london_query_-0u7VsCOCAmwH4RFsN5BoA,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,5,london:85,london:51,15.680001,36.1773,0.898474,1.000000,3.834287,2.940790
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,manila:102,manila:102,15.680002,36.1773,0.914046,1.000000,3.870485,3.036379
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1797,zurich:30,nairobi:2,15.679996,36.1773,0.885990,1.000000,3.862949,3.111136
toronto_query_-1caqsIDW4YpUBZB98J9uV,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,19,manila:72,toronto:33,15.679995,36.1773,0.894873,1.000000,3.824696,2.764003
zurich_query_--RjvuIbkJiPNJknyeZN_Q,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,zurich:64,zurich:64,15.679997,36.1773,0.858794,1.000000,3.780972,2.909335
amman_query_-6eEB_fS2eePRNUql6vOrQ,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,amman:21,amman:21,15.680001,36.1773,0.889918,1.000000,3.842413,2.908765
boston_query_--VtRctVkqAafFr5b_6GXg,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,6,cph:243,boston:262,15.680001,36.1773,0.903303,1.000000,3.892931,3.227568
cph_query_--kN3Y3n0x47vWa8WX-a8w,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,cph:162,cph:162,15.679998,36.1773,0.890478,1.000000,3.876322,2.939686
london_query_-4Vq2O1PhPmG6WK-yV402Q,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,london:2,london:2,15.679997,36.1773,0.897761,1.000000,3.870109,2.554887
manila_query_-10rV9IlRhgTnk5e_QJbgA,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,3,manila:29,manila:142,15.680002,36.1773,0.879615,1.000000,3.826207,2.718529
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,nairobi:18,nairobi:18,15.679997,36.1773,0.910143,1.000000,3.819046,2.813218
toronto_query_-3UT7A8bNUkVBgSLW30-ow,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,toronto:185,toronto:185,15.680002,36.1773,0.868262,1.000000,3.774118,2.667987
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,opt_transfer_x2,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,zurich:13,zurich:13,15.679998,36.1773,0.897858,1.000000,3.870660,2.864357
amman_query_-39Q9edqZUArYHa41OPDoQ,opt_transfer_x2_crossdraw,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,amman:31,amman:31,15.679995,36.1773,0.891813,1.000000,3.795171,2.780845
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,opt_transfer_x2_crossdraw,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,boston:87,boston:87,15.679998,36.1773,0.833168,1.000000,3.786150,3.077545
cph_query_--FyHVca3HP-QgUmcAvToA,opt_transfer_x2_crossdraw,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,cph:208,cph:208,15.679996,36.1773,0.882485,1.000000,3.789929,2.716061
london_query_-0u7VsCOCAmwH4RFsN5BoA,opt_transfer_x2_crossdraw,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,2,boston:139,london:51,15.679997,36.1773,0.898474,1.000000,3.834287,2.940790
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,opt_transfer_x2_crossdraw,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,manila:102,manila:102,15.679997,36.1773,0.914046,1.000000,3.870485,3.036379
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,opt_transfer_x2_crossdraw,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1722,zurich:30,nairobi:2,15.679997,36.1773,0.885990,1.000000,3.862949,3.111136
toronto_query_-1caqsIDW4YpUBZB98J9uV,opt_transfer_x2_crossdraw,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,12,manila:72,toronto:33,15.680000,36.1773,0.894873,1.000000,3.824696,2.764003
zurich_query_--RjvuIbkJiPNJknyeZN_Q,opt_transfer_x2_crossdraw,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,zurich:64,zurich:64,15.679997,36.1773,0.858794,1.000000,3.780972,2.909335
amman_query_-6eEB_fS2eePRNUql6vOrQ,opt_transfer_x2_crossdraw,1234,80,expectation:resnet18+resnet50+vgg16+cosplace,1,amman:21,amman:21,15.679997,36.1773,0.889918,1.000000,3.842413,2.908765
