query_id,condition,seed,opt_steps,optimised_against,correct_rank,top1_place,correct_place,effective_mse,psnr,weight_top10pct_share,weight_mean_square,surrogate_sim_start,surrogate_sim_end
amman_query_-39Q9edqZUArYHa41OPDoQ,uniform,1234,20,none,2,amman:11,amman:31,15.679998,36.1773,0.100000,1.000000,2.815371,2.815371
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,uniform,1234,20,none,1,boston:87,boston:87,15.679998,36.1773,0.100000,1.000000,2.798342,2.798342
cph_query_--FyHVca3HP-QgUmcAvToA,uniform,1234,20,none,1,cph:208,cph:208,15.679997,36.1773,0.100000,1.000000,2.808765,2.808765
london_query_-0u7VsCOCAmwH4RFsN5BoA,uniform,1234,20,none,14,london:85,london:51,15.679997,36.1773,0.100000,1.000000,2.844956,2.844956
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,uniform,1234,20,none,89,manila:29,manila:102,15.680000,36.1773,0.100000,1.000000,2.880943,2.880943
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,uniform,1234,20,none,1996,nairobi:1,nairobi:2,15.679998,36.1773,0.100000,1.000000,2.873609,2.873609
amman_query_-39Q9edqZUArYHa41OPDoQ,uniform_crossdraw,1234,20,none,2,amman:11,amman:31,15.679998,36.1773,0.100000,1.000000,2.815371,2.815371
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,uniform_crossdraw,1234,20,none,1,boston:87,boston:87,15.679997,36.1773,0.100000,1.000000,2.798342,2.798342
cph_query_--FyHVca3HP-QgUmcAvToA,uniform_crossdraw,1234,20,none,1,cph:208,cph:208,15.680000,36.1773,0.100000,1.000000,2.808765,2.808765
london_query_-0u7VsCOCAmwH4RFsN5BoA,uniform_crossdraw,1234,20,none,15,london:85,london:51,15.679997,36.1773,0.100000,1.000000,2.844956,2.844956
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,uniform_crossdraw,1234,20,none,53,manila:134,manila:102,15.680000,36.1773,0.100000,1.000000,2.880943,2.880943
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,uniform_crossdraw,1234,20,none,2000,nairobi:1,nairobi:2,15.679997,36.1773,0.100000,1.000000,2.873609,2.873609
amman_query_-39Q9edqZUArYHa41OPDoQ,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,3,amman:11,amman:31,15.679997,36.1773,0.538871,1.000000,2.815372,2.438897
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,1,boston:87,boston:87,15.680001,36.1773,0.521524,1.000000,2.798339,2.463500
cph_query_--FyHVca3HP-QgUmcAvToA,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,1,cph:208,cph:208,15.679998,36.1773,0.525675,1.000000,2.808777,2.387339
london_query_-0u7VsCOCAmwH4RFsN5BoA,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,15,london:73,london:51,15.680001,36.1773,0.546496,1.000000,2.844993,2.515527
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,86,manila:29,manila:102,15.680000,36.1773,0.561973,1.000000,2.880951,2.528134
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,opt_transfer,1234,20,expectation:resnet50+vgg16+cosplace,1991,nairobi:1,nairobi:2,15.680000,36.1773,0.562156,1.000000,2.873595,2.504511
amman_query_-39Q9edqZUArYHa41OPDoQ,opt_transfer_crossdraw,1234,20,expectation:resnet50+vgg16+cosplace,2,amman:11,amman:31,15.680001,36.1773,0.538871,1.000000,2.815372,2.438897
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,opt_transfer_crossdraw,1234,20,expectation:resnet50+vgg16+cosplace,1,boston:87,boston:87,15.680000,36.1773,0.521524,1.000000,2.798339,2.463500
cph_query_--FyHVca3HP-QgUmcAvToA,opt_transfer_crossdraw,1234,20,expectation:resnet50+vgg16+cosplace,1,cph:208,cph:208,15.680001,36.1773,0.525675,1.000000,2.808777,2.387339
