query_id,condition,seed,opt_steps,optimised_against,correct_rank,top1_place,correct_place,effective_mse,psnr,weight_top10pct_share,weight_mean_square,surrogate_sim_start,surrogate_sim_end
amman_query_-39Q9edqZUArYHa41OPDoQ,uniform,1234,20,none,1,amman:31,amman:31,15.680000,36.1773,0.100000,1.000000,2.815391,2.815391
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,uniform,1234,20,none,1,boston:87,boston:87,15.680000,36.1773,0.100000,1.000000,2.798337,2.798337
cph_query_--FyHVca3HP-QgUmcAvToA,uniform,1234,20,none,54,boston:19,cph:208,15.679997,36.1773,0.100000,1.000000,2.808698,2.808698
london_query_-0u7VsCOCAmwH4RFsN5BoA,uniform,1234,20,none,113,toronto:102,london:51,15.679997,36.1773,0.100000,1.000000,2.845019,2.845019
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,uniform,1234,20,none,51,manila:135,manila:102,15.680000,36.1773,0.100000,1.000000,2.880936,2.880936
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,uniform,1234,20,none,2000,amman:11,nairobi:2,15.679998,36.1773,0.100000,1.000000,2.873585,2.873585
toronto_query_-1caqsIDW4YpUBZB98J9uV,uniform,1234,20,none,3,zurich:111,toronto:33,15.679996,36.1773,0.100000,1.000000,2.839762,2.839762
zurich_query_--RjvuIbkJiPNJknyeZN_Q,uniform,1234,20,none,149,boston:79,zurich:64,15.679998,36.1773,0.100000,1.000000,2.801394,2.801394
amman_query_-6eEB_fS2eePRNUql6vOrQ,uniform,1234,20,none,1,amman:21,amman:21,15.679997,36.1773,0.100000,1.000000,2.861654,2.861654
boston_query_--VtRctVkqAafFr5b_6GXg,uniform,1234,20,none,183,manila:109,boston:262,15.680000,36.1773,0.100000,1.000000,2.903767,2.903767
cph_query_--kN3Y3n0x47vWa8WX-a8w,uniform,1234,20,none,1,cph:162,cph:162,15.680001,36.1773,0.100000,1.000000,2.886737,2.886737
london_query_-4Vq2O1PhPmG6WK-yV402Q,uniform,1234,20,none,1,london:2,london:2,15.679998,36.1773,0.100000,1.000000,2.876486,2.876486
manila_query_-10rV9IlRhgTnk5e_QJbgA,uniform,1234,20,none,600,manila:116,manila:142,15.680000,36.1773,0.100000,1.000000,2.841298,2.841298
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,uniform,1234,20,none,5,amman:32,nairobi:18,15.680002,36.1773,0.100000,1.000000,2.836967,2.836967
toronto_query_-3UT7A8bNUkVBgSLW30-ow,uniform,1234,20,none,53,boston:98,toronto:185,15.680000,36.1773,0.100000,1.000000,2.795336,2.795336
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,uniform,1234,20,none,22,toronto:200,zurich:13,15.680000,36.1773,0.100000,1.000000,2.882208,2.882208
amman_query_-BJoV1t0rKwEzk0bsZplVQ,uniform,1234,20,none,1842,amman:35,amman:37,15.679998,36.1773,0.100000,1.000000,2.781995,2.781995
boston_query_-0n5FDAuOditKvxIekIbBg,uniform,1234,20,none,1,boston:239,boston:239,15.679997,36.1773,0.100000,1.000000,2.730471,2.730471
cph_query_--xKnCCc_4tDGo80iM-A_g,uniform,1234,20,none,1,cph:345,cph:345,15.680000,36.1773,0.100000,1.000000,2.888200,2.888200
london_query_-4pmBOZmF-ynXSkWw5BAew,uniform,1234,20,none,1,london:5,london:5,15.680001,36.1773,0.100000,1.000000,2.872432,2.872432
manila_query_-2h231ovohZWmrsaBllNyw,uniform,1234,20,none,106,cph:94,manila:177,15.680000,36.1773,0.100000,1.000000,2.877724,2.877724
nairobi_query_-dn1KaWvGY9H5JRLNtaYPg,uniform,1234,20,none,7,zurich:42,nairobi:10,15.680000,36.1773,0.100000,1.000000,2.771217,2.771217
toronto_query_-4IVXvKV2D8brXjQPZ1GRA,uniform,1234,20,none,2,toronto:200,toronto:88,15.680002,36.1773,0.100000,1.000000,2.884752,2.884752
zurich_query_-4StYjY5sT1S23ls5heCbg,uniform,1234,20,none,1,zurich:104,zurich:104,15.679997,36.1773,0.100000,1.000000,2.912794,2.912794
amman_query_-39Q9edqZUArYHa41OPDoQ,uniform_crossdraw,1234,20,none,1,amman:31,amman:31,15.679998,36.1773,0.100000,1.000000,2.815391,2.815391
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,uniform_crossdraw,1234,20,none,1,boston:87,boston:87,15.679998,36.1773,0.100000,1.000000,2.798337,2.798337
cph_query_--FyHVca3HP-QgUmcAvToA,uniform_crossdraw,1234,20,none,62,boston:19,cph:208,15.680000,36.1773,0.100000,1.000000,2.808698,2.808698
london_query_-0u7VsCOCAmwH4RFsN5BoA,uniform_crossdraw,1234,20,none,144,zurich:61,london:51,15.679997,36.1773,0.100000,1.000000,2.845019,2.845019
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,uniform_crossdraw,1234,20,none,44,manila:135,manila:102,15.680000,36.1773,0.100000,1.000000,2.880936,2.880936
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,uniform_crossdraw,1234,20,none,2000,amman:11,nairobi:2,15.679997,36.1773,0.100000,1.000000,2.873585,2.873585
toronto_query_-1caqsIDW4YpUBZB98J9uV,uniform_crossdraw,1234,20,none,2,cph:464,toronto:33,15.680000,36.1773,0.100000,1.000000,2.839762,2.839762
zurich_query_--RjvuIbkJiPNJknyeZN_Q,uniform_crossdraw,1234,20,none,176,boston:79,zurich:64,15.680001,36.1773,0.100000,1.000000,2.801394,2.801394
amman_query_-6eEB_fS2eePRNUql6vOrQ,uniform_crossdraw,1234,20,none,1,amman:21,amman:21,15.679998,36.1773,0.100000,1.000000,2.861654,2.861654
boston_query_--VtRctVkqAafFr5b_6GXg,uniform_crossdraw,1234,20,none,161,manila:109,boston:262,15.679997,36.1773,0.100000,1.000000,2.903767,2.903767
cph_query_--kN3Y3n0x47vWa8WX-a8w,uniform_crossdraw,1234,20,none,1,cph:162,cph:162,15.680000,36.1773,0.100000,1.000000,2.886737,2.886737
london_query_-4Vq2O1PhPmG6WK-yV402Q,uniform_crossdraw,1234,20,none,1,london:2,london:2,15.679997,36.1773,0.100000,1.000000,2.876486,2.876486
manila_query_-10rV9IlRhgTnk5e_QJbgA,uniform_crossdraw,1234,20,none,533,manila:116,manila:142,15.680001,36.1773,0.100000,1.000000,2.841298,2.841298
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,uniform_crossdraw,1234,20,none,5,amman:32,nairobi:18,15.680000,36.1773,0.100000,1.000000,2.836967,2.836967
toronto_query_-3UT7A8bNUkVBgSLW30-ow,uniform_crossdraw,1234,20,none,66,boston:98,toronto:185,15.679996,36.1773,0.100000,1.000000,2.795336,2.795336
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,uniform_crossdraw,1234,20,none,18,manila:67,zurich:13,15.680000,36.1773,0.100000,1.000000,2.882208,2.882208
amman_query_-BJoV1t0rKwEzk0bsZplVQ,uniform_crossdraw,1234,20,none,1843,amman:35,amman:37,15.680000,36.1773,0.100000,1.000000,2.781995,2.781995
