query_id,place_id,city,condition,seed,pred_lat,pred_lon,true_lat,true_lon,error_km,effective_mse
amman_query_-39Q9edqZUArYHa41OPDoQ,amman:31,amman,hardened,1235,31.949663,35.884094,31.999358,35.879608,5.5420,15.6800
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,boston:87,boston,hardened,1235,-40.910908,-73.148232,42.398486,-71.107798,9265.8645,15.6800
cph_query_--FyHVca3HP-QgUmcAvToA,cph:208,cph,hardened,1235,54.763367,11.852246,55.696390,12.519278,112.0376,15.6800
london_query_-0u7VsCOCAmwH4RFsN5BoA,london:51,london,hardened,1235,51.516979,-0.177572,51.468922,-0.126438,6.4100,15.6800
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,manila:102,manila,hardened,1235,14.609620,121.005890,14.567746,121.047486,6.4588,15.6800
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,nairobi:2,nairobi,hardened,1235,-1.040897,36.741028,-1.364671,36.766126,36.1101,15.6800
toronto_query_-1caqsIDW4YpUBZB98J9uV,toronto:33,toronto,hardened,1235,43.775585,-79.346054,43.738266,-79.429596,7.8891,15.6800
zurich_query_--RjvuIbkJiPNJknyeZN_Q,zurich:64,zurich,hardened,1235,34.720734,137.728378,47.420370,8.506906,9575.6164,15.6800
amman_query_-6eEB_fS2eePRNUql6vOrQ,amman:21,amman,hardened,1235,-22.441336,-68.919296,31.937649,35.849155,12642.4163,15.6800
boston_query_--VtRctVkqAafFr5b_6GXg,boston:262,boston,hardened,1235,42.315971,-71.223206,42.304708,-71.073356,12.3856,15.6800
cph_query_--kN3Y3n0x47vWa8WX-a8w,cph:162,cph,hardened,1235,59.403599,17.943077,55.711783,12.592544,519.6489,15.6800
london_query_-4Vq2O1PhPmG6WK-yV402Q,london:2,london,hardened,1235,53.288551,-6.198885,51.523822,-0.178555,452.8956,15.6800
manila_query_-10rV9IlRhgTnk5e_QJbgA,manila:142,manila,hardened,1235,14.274808,121.102959,14.553068,121.063485,31.2319,15.6800
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,nairobi:18,nairobi,hardened,1235,-1.040897,36.741028,-1.254382,36.691417,24.3708,15.6800
toronto_query_-3UT7A8bNUkVBgSLW30-ow,toronto:185,toronto,hardened,1235,-34.882782,138.658020,43.710996,-79.360762,16632.5029,15.6800
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,zurich:13,zurich,hardened,1235,47.499783,8.729211,47.394793,8.470135,22.7120,15.6800
amman_query_-BJoV1t0rKwEzk0bsZplVQ,amman:37,amman,hardened,1235,32.869747,13.183218,31.978364,35.915587,2131.8532,15.6800
boston_query_-0n5FDAuOditKvxIekIbBg,boston:239,boston,hardened,1235,40.850239,-73.946968,42.380288,-71.076932,293.0098,15.6800
cph_query_--xKnCCc_4tDGo80iM-A_g,cph:345,cph,hardened,1235,55.677246,12.567302,55.681840,12.535123,2.0811,15.6800
london_query_-4pmBOZmF-ynXSkWw5BAew,london:5,london,hardened,1235,51.649609,-0.170073,51.535260,-0.170542,12.7150,15.6800
manila_query_-2h231ovohZWmrsaBllNyw,manila:177,manila,hardened,1235,14.584208,121.056732,14.589862,121.079849,2.5659,15.6800
nairobi_query_-dn1KaWvGY9H5JRLNtaYPg,nairobi:10,nairobi,hardened,1235,19.505119,-99.244705,-1.273521,36.800827,14822.4188,15.6800
toronto_query_-4IVXvKV2D8brXjQPZ1GRA,toronto:88,toronto,hardened,1235,43.648125,-79.395790,43.643736,-79.402861,0.7496,15.6800
zurich_query_-4StYjY5sT1S23ls5heCbg,zurich:104,zurich,hardened,1235,46.517181,6.625093,47.384664,8.477789,170.5231,15.6800
amman_query_-D0IlKF__f0c9DPAKbiYnw,amman:23,amman,hardened,1235,44.060947,-121.309662,31.946058,35.850294,11251.3732,15.6800
boston_query_-3hM-MR6uuw3se14vw3G0w,boston:84,boston,hardened,1235,37.840157,-122.291389,42.355516,-71.105953,4316.7724,15.6800
cph_query_-05vIhjxDNupFcgaM90L3w,cph:71,cph,hardened,1235,56.047958,12.696998,55.679677,12.568518,41.7284,15.6800
london_query_-5QOE2AlZX8rEz8ONtGRrg,london:131,london,hardened,1235,51.456680,-0.975465,51.518989,-0.186234,55.0828,15.6800
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,manila:160,manila,hardened,1235,-27.512077,152.946548,14.614392,121.074872,5809.4786,15.6800
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,nairobi:9,nairobi,hardened,1235,32.866646,13.197047,-1.275838,36.794777,4532.5637,15.6800
toronto_query_-4mlNvZUZnbmRaGbiIndoA,toronto:102,toronto,hardened,1235,43.648434,-79.399269,43.653097,-79.398314,0.5242,15.6800
zurich_query_-71-BK_yAOJ1soK0OQWIcg,zurich:44,zurich,hardened,1235,47.626789,7.915692,47.408626,8.440654,46.2887,15.6800
amman_query_-EAmCN9i5BGEadZIccXEyA,amman:30,amman,hardened,1235,38.036652,23.803438,32.001434,35.876522,1286.4128,15.6800
boston_query_-4vuSn0vvcBVOccgQqFlow,boston:149,boston,hardened,1235,38.905293,-77.062973,42.343408,-71.091326,632.3087,15.6800
cph_query_-07-gME-zaQLhCsFrSInSg,cph:241,cph,hardened,1235,59.376099,13.523483,55.669586,12.610691,415.7234,15.6800
london_query_-7U9wY8ynnu3oZ1g_-0xww,london:104,london,hardened,1235,51.594807,-0.066089,51.534225,-0.082836,6.8351,15.6800
manila_query_-5pMypBbFEXHPOTYNJl_EA,manila:116,manila,hardened,1235,-7.234423,112.719727,14.567987,121.050187,2592.5643,15.6800
nairobi_query_-rWgRitoKSYrdczUKUiOrA,nairobi:22,nairobi,hardened,1235,-1.040897,36.741028,-1.257983,36.701486,24.5359,15.6800
toronto_query_-5HBlqC41yTbYA1NM7dz1A,toronto:156,toronto,hardened,1235,43.649250,-79.364273,43.647975,-79.371764,0.6192,15.6800
zurich_query_-7bB9HS2MqV7UT7vRyROfg,zurich:19,zurich,hardened,1235,51.876686,4.518868,47.399085,8.513745,574.8163,15.6800
amman_query_-L_vanPrT4RcWlLbzCqMKA,amman:29,amman,hardened,1235,31.949841,35.922371,31.958243,35.852087,6.6965,15.6800
boston_query_-5-CNr3q7kmRGcDSMueI4w,boston:234,boston,hardened,1235,42.359901,-71.088463,42.354578,-71.078903,0.9836,15.6800
cph_query_-0_HsZnndjHv76QpTyNFCA,cph:242,cph,hardened,1235,58.736000,5.639784,55.669816,12.611177,540.4182,15.6800
london_query_-7cNAk24ZhuoOowcvDoImw,london:126,london,hardened,1235,51.315285,-0.231882,51.518691,-0.207176,22.6825,15.6800
manila_query_-6NSbTuzpeyDbSXKeGAasg,manila:190,manila,hardened,1235,5.698579,-76.647835,14.559348,121.089786,17031.8834,15.6800
nairobi_query_-yxXz3in11JFniZQAa7m2A,nairobi:10,nairobi,hardened,1235,-22.611990,-46.700905,-1.273099,36.800974,9286.1696,15.6800
toronto_query_-5RKNbex7In9Ys4mH40wXA,toronto:3,toronto,hardened,1235,45.456337,-73.633804,43.651658,-79.437117,501.5565,15.6800
zurich_query_-ANYzSHAsjItBx6yJauT3A,zurich:14,zurich,hardened,1235,47.238808,8.737808,47.392415,8.476167,26.0917,15.6800
amman_query_-MUBUlzvFxQS_zFg6xNhVg,amman:6,amman,hardened,1235,35.743813,51.347469,31.968966,35.841534,1490.1891,15.6800
boston_query_-6RLrPXAeunQaNK6m645ZA,boston:237,boston,hardened,1235,37.785881,-122.402199,42.350361,-71.076221,4330.6087,15.6800
cph_query_-2N5Dmf5tOm5N83KXgvjDw,cph:459,cph,hardened,1235,59.936211,10.766084,55.702854,12.553638,482.4390,15.6800
london_query_-8xWvI5d3Z6gfsRDb_kEQQ,london:15,london,hardened,1235,51.506660,-0.127115,51.503144,-0.152533,1.8022,15.6800
manila_query_-6_2C-ExaVhx4ONvHOvffw,manila:67,manila,hardened,1235,8.970879,-79.531403,14.631225,121.034560,16546.7280,15.6800
nairobi_query_0-ZdPdUGwVdDwKbIOxQCBA,nairobi:15,nairobi,hardened,1235,32.866646,13.197047,-1.269268,36.817625,4533.2462,15.6800
toronto_query_-5ryd5v5eXUsmP9y4p6w_g,toronto:346,toronto,hardened,1235,43.736938,-79.719872,43.653895,-79.775916,10.2747,15.6800
zurich_query_-Bz7by7mnVU_HZbXc8FmpQ,zurich:111,zurich,hardened,1235,51.053604,13.741192,47.390342,8.491967,557.6269,15.6800
amman_query_-N1g8CEJP4UIaWH8Qqja2g,amman:26,amman,hardened,1235,35.743813,51.347469,31.956696,35.847420,1490.1497,15.6800
boston_query_-7KZUz5u8-7ja98pf8etVA,boston:176,boston,hardened,1235,42.315971,-71.223206,42.305410,-71.085418,11.3909,15.6800
cph_query_-3uNzD-M1uI2jZeGqOkpXg,cph:7,cph,hardened,1235,41.815273,-72.863487,55.717097,12.561645,6031.2909,15.6800
london_query_-9FGszdwftnBlzMuP0c_NQ,london:18,london,hardened,1235,51.509705,-0.182433,51.503390,-0.155664,1.9813,15.6800
manila_query_-6_XaKv0Rrp2Jl0G9m_8NQ,manila:88,manila,hardened,1235,12.913175,100.996140,14.525723,121.043254,2172.2403,15.6800
nairobi_query_01juXwMfxX_a4pfhpqt66g,nairobi:10,nairobi,hardened,1235,32.866646,13.197047,-1.274450,36.799743,4532.7158,15.6800
toronto_query_-5z50PgNYnxK8Ns2WmF_TQ,toronto:301,toronto,hardened,1235,43.736938,-79.719872,43.754078,-79.824089,8.5859,15.6800
