query_id,place_id,city,condition,seed,pred_lat,pred_lon,true_lat,true_lon,error_km,effective_mse
amman_query_-39Q9edqZUArYHa41OPDoQ,amman:31,amman,hardened,1234,31.949663,35.884094,31.999358,35.879608,5.5420,15.6800
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,boston:87,boston,hardened,1234,-40.910908,-73.148232,42.398486,-71.107798,9265.8645,15.6800
cph_query_--FyHVca3HP-QgUmcAvToA,cph:208,cph,hardened,1234,54.763367,11.852246,55.696390,12.519278,112.0376,15.6800
london_query_-0u7VsCOCAmwH4RFsN5BoA,london:51,london,hardened,1234,51.487797,-0.189428,51.468922,-0.126438,4.8409,15.6800
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,manila:102,manila,hardened,1234,14.609620,121.005890,14.567746,121.047486,6.4588,15.6800
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,nairobi:2,nairobi,hardened,1234,-1.040897,36.741028,-1.364671,36.766126,36.1101,15.6800
toronto_query_-1caqsIDW4YpUBZB98J9uV,toronto:33,toronto,hardened,1234,43.775585,-79.346054,43.738266,-79.429596,7.8891,15.6800
zurich_query_--RjvuIbkJiPNJknyeZN_Q,zurich:64,zurich,hardened,1234,33.487000,126.554497,47.420370,8.506906,9106.6639,15.6800
amman_query_-6eEB_fS2eePRNUql6vOrQ,amman:21,amman,hardened,1234,-22.441336,-68.919296,31.937649,35.849155,12642.4163,15.6800
boston_query_--VtRctVkqAafFr5b_6GXg,boston:262,boston,hardened,1234,42.304901,-71.219200,42.304708,-71.073356,11.9938,15.6800
cph_query_--kN3Y3n0x47vWa8WX-a8w,cph:162,cph,hardened,1234,59.403599,17.943077,55.711783,12.592544,519.6489,15.6800
london_query_-4Vq2O1PhPmG6WK-yV402Q,london:2,london,hardened,1234,53.288551,-6.198885,51.523822,-0.178555,452.8956,15.6800
manila_query_-10rV9IlRhgTnk5e_QJbgA,manila:142,manila,hardened,1234,14.274808,121.102959,14.553068,121.063485,31.2319,15.6800
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,nairobi:18,nairobi,hardened,1234,-1.040897,36.741028,-1.254382,36.691417,24.3708,15.6800
toronto_query_-3UT7A8bNUkVBgSLW30-ow,toronto:185,toronto,hardened,1234,-34.754658,149.718170,43.710996,-79.360762,15737.3918,15.6800
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,zurich:13,zurich,hardened,1234,47.499783,8.729211,47.394793,8.470135,22.7120,15.6800
