query_id,place_id,city,condition,seed,pred_lat,pred_lon,true_lat,true_lon,error_km,effective_mse
amman_query_-39Q9edqZUArYHa41OPDoQ,amman:31,amman,direction,1235,31.949663,35.884094,31.999358,35.879608,5.5420,15.6800
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,boston:87,boston,direction,1235,42.289165,-71.132500,42.398486,-71.107798,12.3243,15.6800
cph_query_--FyHVca3HP-QgUmcAvToA,cph:208,cph,direction,1235,57.631584,12.098020,55.696390,12.519278,216.7172,15.6800
london_query_-0u7VsCOCAmwH4RFsN5BoA,london:51,london,direction,1235,51.562565,-0.109981,51.468922,-0.126438,10.4747,15.6800
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,manila:102,manila,direction,1235,14.609620,121.005890,14.567746,121.047486,6.4588,15.6800
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,nairobi:2,nairobi,direction,1235,-1.040897,36.741028,-1.364671,36.766126,36.1101,15.6800
toronto_query_-1caqsIDW4YpUBZB98J9uV,toronto:33,toronto,direction,1235,19.538296,-99.192123,43.738266,-79.429596,3258.7013,15.6800
zurich_query_--RjvuIbkJiPNJknyeZN_Q,zurich:64,zurich,direction,1235,33.487000,126.554497,47.420370,8.506906,9106.6639,15.6800
amman_query_-6eEB_fS2eePRNUql6vOrQ,amman:21,amman,direction,1235,31.511166,34.437244,31.937649,35.849155,141.7091,15.6800
boston_query_--VtRctVkqAafFr5b_6GXg,boston:262,boston,direction,1235,42.304901,-71.219200,42.304708,-71.073356,11.9938,15.6800
cph_query_--kN3Y3n0x47vWa8WX-a8w,cph:162,cph,direction,1235,59.907475,10.754520,55.711783,12.592544,479.0287,15.6800
london_query_-4Vq2O1PhPmG6WK-yV402Q,london:2,london,direction,1235,51.457207,-0.305816,51.523822,-0.178555,11.5109,15.6800
manila_query_-10rV9IlRhgTnk5e_QJbgA,manila:142,manila,direction,1235,13.429528,123.411484,14.553068,121.063485,282.4647,15.6800
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,nairobi:18,nairobi,direction,1235,-1.005197,36.287842,-1.254382,36.691417,52.7330,15.6800
toronto_query_-3UT7A8bNUkVBgSLW30-ow,toronto:185,toronto,direction,1235,-22.611990,-46.700905,43.710996,-79.360762,8092.5364,15.6800
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,zurich:13,zurich,direction,1235,47.386524,8.523008,47.394793,8.470135,4.0851,15.6800
amman_query_-BJoV1t0rKwEzk0bsZplVQ,amman:37,amman,direction,1235,30.118700,31.403902,31.978364,35.915587,476.8972,15.6800
boston_query_-0n5FDAuOditKvxIekIbBg,boston:239,boston,direction,1235,40.742268,-73.955727,42.380288,-71.076932,300.8756,15.6800
cph_query_--xKnCCc_4tDGo80iM-A_g,cph:345,cph,direction,1235,55.677631,12.568745,55.681840,12.535123,2.1592,15.6800
london_query_-4pmBOZmF-ynXSkWw5BAew,london:5,london,direction,1235,51.513023,-0.379049,51.535260,-0.170542,14.6357,15.6800
manila_query_-2h231ovohZWmrsaBllNyw,manila:177,manila,direction,1235,3.157720,101.711830,14.589862,121.079849,2475.1741,15.6800
nairobi_query_-dn1KaWvGY9H5JRLNtaYPg,nairobi:10,nairobi,direction,1235,-23.527321,-46.777725,-1.273521,36.800827,9296.4129,15.6800
toronto_query_-4IVXvKV2D8brXjQPZ1GRA,toronto:88,toronto,direction,1235,43.647972,-79.395401,43.643736,-79.402861,0.7630,15.6800
