query_id,place_id,city,condition,seed,pred_lat,pred_lon,true_lat,true_lon,error_km,effective_mse
amman_query_-39Q9edqZUArYHa41OPDoQ,amman:31,amman,clean,1234,31.949663,35.884094,31.999358,35.879608,5.5420,0.0000
amman_query_-39Q9edqZUArYHa41OPDoQ,amman:31,amman,isotropic,1234,31.934683,35.904694,31.999358,35.879608,7.5709,15.6800
amman_query_-39Q9edqZUArYHa41OPDoQ,amman:31,amman,edge,1234,33.864716,35.500259,31.999358,35.879608,210.4177,15.6800
amman_query_-39Q9edqZUArYHa41OPDoQ,amman:31,amman,saliency,1234,31.949663,35.884094,31.999358,35.879608,5.5420,15.6800
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,boston:87,boston,clean,1234,-25.295357,-57.576202,42.398486,-71.107798,7654.3396,0.0000
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,boston:87,boston,isotropic,1234,-23.539703,-46.683613,42.398486,-71.107798,7748.9437,15.6800
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,boston:87,boston,edge,1234,42.395805,-71.120628,42.398486,-71.107798,1.0949,15.6800
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,boston:87,boston,saliency,1234,6.195600,-75.575829,42.398486,-71.107798,4049.5873,15.6800
cph_query_--FyHVca3HP-QgUmcAvToA,cph:208,cph,clean,1234,55.725639,12.572269,55.696390,12.519278,4.6473,0.0000
cph_query_--FyHVca3HP-QgUmcAvToA,cph:208,cph,isotropic,1234,55.716591,12.530665,55.696390,12.519278,2.3568,15.6800
cph_query_--FyHVca3HP-QgUmcAvToA,cph:208,cph,edge,1234,55.725639,12.572269,55.696390,12.519278,4.6473,15.6800
cph_query_--FyHVca3HP-QgUmcAvToA,cph:208,cph,saliency,1234,55.731667,12.567560,55.696390,12.519278,4.9531,15.6800
london_query_-0u7VsCOCAmwH4RFsN5BoA,london:51,london,clean,1234,51.590679,-0.065091,51.468922,-0.126438,14.1883,0.0000
london_query_-0u7VsCOCAmwH4RFsN5BoA,london:51,london,isotropic,1234,51.590679,-0.065091,51.468922,-0.126438,14.1883,15.6800
london_query_-0u7VsCOCAmwH4RFsN5BoA,london:51,london,edge,1234,51.490978,-0.194873,51.468922,-0.126438,5.3362,15.6800
london_query_-0u7VsCOCAmwH4RFsN5BoA,london:51,london,saliency,1234,51.590679,-0.065091,51.468922,-0.126438,14.1883,15.6800
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,manila:102,manila,clean,1234,14.607235,121.040154,14.567746,121.047486,4.4613,0.0000
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,manila:102,manila,isotropic,1234,14.609620,121.005890,14.567746,121.047486,6.4588,15.6800
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,manila:102,manila,edge,1234,14.609620,121.005890,14.567746,121.047486,6.4588,15.6800
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,manila:102,manila,saliency,1234,14.609620,121.005890,14.567746,121.047486,6.4588,15.6800
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,nairobi:2,nairobi,clean,1234,-1.115399,36.611698,-1.364671,36.766126,32.6038,0.0000
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,nairobi:2,nairobi,isotropic,1234,-1.040897,36.741028,-1.364671,36.766126,36.1101,15.6800
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,nairobi:2,nairobi,edge,1234,-1.040897,36.741028,-1.364671,36.766126,36.1101,15.6800
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,nairobi:2,nairobi,saliency,1234,-1.040897,36.741028,-1.364671,36.766126,36.1101,15.6800
toronto_query_-1caqsIDW4YpUBZB98J9uV,toronto:33,toronto,clean,1234,43.775585,-79.346054,43.738266,-79.429596,7.8891,0.0000
toronto_query_-1caqsIDW4YpUBZB98J9uV,toronto:33,toronto,isotropic,1234,43.775585,-79.346054,43.738266,-79.429596,7.8891,15.6800
toronto_query_-1caqsIDW4YpUBZB98J9uV,toronto:33,toronto,edge,1234,43.775585,-79.346054,43.738266,-79.429596,7.8891,15.6800
toronto_query_-1caqsIDW4YpUBZB98J9uV,toronto:33,toronto,saliency,1234,43.775585,-79.346054,43.738266,-79.429596,7.8891,15.6800
zurich_query_--RjvuIbkJiPNJknyeZN_Q,zurich:64,zurich,clean,1234,49.292412,8.647077,47.420370,8.506906,208.4192,0.0000
zurich_query_--RjvuIbkJiPNJknyeZN_Q,zurich:64,zurich,isotropic,1234,35.223148,128.697144,47.420370,8.506906,9069.3070,15.6800
zurich_query_--RjvuIbkJiPNJknyeZN_Q,zurich:64,zurich,edge,1234,37.485153,126.895027,47.420370,8.506906,8771.2434,15.6800
zurich_query_--RjvuIbkJiPNJknyeZN_Q,zurich:64,zurich,saliency,1234,37.485153,126.895027,47.420370,8.506906,8771.2434,15.6800
amman_query_-6eEB_fS2eePRNUql6vOrQ,amman:21,amman,clean,1234,31.906124,35.205688,31.937649,35.849155,60.8308,0.0000
amman_query_-6eEB_fS2eePRNUql6vOrQ,amman:21,amman,isotropic,1234,31.522654,35.089645,31.937649,35.849155,85.3756,15.6800
amman_query_-6eEB_fS2eePRNUql6vOrQ,amman:21,amman,edge,1234,32.231243,35.258045,31.937649,35.849155,64.5529,15.6800
amman_query_-6eEB_fS2eePRNUql6vOrQ,amman:21,amman,saliency,1234,32.231243,35.258045,31.937649,35.849155,64.5529,15.6800
boston_query_--VtRctVkqAafFr5b_6GXg,boston:262,boston,clean,1234,42.286079,-71.128784,42.304708,-71.073356,5.0075,0.0000
boston_query_--VtRctVkqAafFr5b_6GXg,boston:262,boston,isotropic,1234,42.286079,-71.128784,42.304708,-71.073356,5.0075,15.6800
boston_query_--VtRctVkqAafFr5b_6GXg,boston:262,boston,edge,1234,42.286079,-71.128784,42.304708,-71.073356,5.0075,15.6800
boston_query_--VtRctVkqAafFr5b_6GXg,boston:262,boston,saliency,1234,42.286079,-71.128784,42.304708,-71.073356,5.0075,15.6800
cph_query_--kN3Y3n0x47vWa8WX-a8w,cph:162,cph,clean,1234,59.907475,10.754520,55.711783,12.592544,479.0287,0.0000
cph_query_--kN3Y3n0x47vWa8WX-a8w,cph:162,cph,isotropic,1234,55.611664,12.981634,55.711783,12.592544,26.8240,15.6800
