query_id,place_id,city,condition,seed,pred_lat,pred_lon,true_lat,true_lon,error_km,effective_mse
amman_query_-39Q9edqZUArYHa41OPDoQ,amman:31,amman,direction,1234,31.949841,35.922371,31.999358,35.879608,6.8255,15.6800
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,boston:87,boston,direction,1234,4.666666,-74.052834,42.398486,-71.107798,4205.7025,15.6800
cph_query_--FyHVca3HP-QgUmcAvToA,cph:208,cph,direction,1234,55.611664,12.981634,55.696390,12.519278,30.4975,15.6800
london_query_-0u7VsCOCAmwH4RFsN5BoA,london:51,london,direction,1234,51.516979,-0.177572,51.468922,-0.126438,6.4100,15.6800
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,manila:102,manila,direction,1234,14.609620,121.005890,14.567746,121.047486,6.4588,15.6800
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,nairobi:2,nairobi,direction,1234,-1.040897,36.741028,-1.364671,36.766126,36.1101,15.6800
toronto_query_-1caqsIDW4YpUBZB98J9uV,toronto:33,toronto,direction,1234,40.081387,116.592224,43.738266,-79.429596,10557.3267,15.6800
zurich_query_--RjvuIbkJiPNJknyeZN_Q,zurich:64,zurich,direction,1234,33.487000,126.554497,47.420370,8.506906,9106.6639,15.6800
amman_query_-6eEB_fS2eePRNUql6vOrQ,amman:21,amman,direction,1234,-22.441336,-68.919296,31.937649,35.849155,12642.4163,15.6800
boston_query_--VtRctVkqAafFr5b_6GXg,boston:262,boston,direction,1234,42.395805,-71.120628,42.304708,-71.073356,10.8489,15.6800
cph_query_--kN3Y3n0x47vWa8WX-a8w,cph:162,cph,direction,1234,55.611664,12.981634,55.711783,12.592544,26.8240,15.6800
london_query_-4Vq2O1PhPmG6WK-yV402Q,london:2,london,direction,1234,51.452698,-0.308056,51.523822,-0.178555,11.9559,15.6800
manila_query_-10rV9IlRhgTnk5e_QJbgA,manila:142,manila,direction,1234,13.429528,123.411484,14.553068,121.063485,282.4647,15.6800
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,nairobi:18,nairobi,direction,1234,-1.040897,36.741028,-1.254382,36.691417,24.3708,15.6800
toronto_query_-3UT7A8bNUkVBgSLW30-ow,toronto:185,toronto,direction,1234,-34.882782,138.658020,43.710996,-79.360762,16632.5029,15.6800
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,zurich:13,zurich,direction,1234,47.352081,8.619289,47.394793,8.470135,12.1947,15.6800
amman_query_-BJoV1t0rKwEzk0bsZplVQ,amman:37,amman,direction,1234,32.869747,13.183218,31.978364,35.915587,2131.8532,15.6800
boston_query_-0n5FDAuOditKvxIekIbBg,boston:239,boston,direction,1234,40.742268,-73.955727,42.380288,-71.076932,300.8756,15.6800
cph_query_--xKnCCc_4tDGo80iM-A_g,cph:345,cph,direction,1234,55.677246,12.567302,55.681840,12.535123,2.0811,15.6800
london_query_-4pmBOZmF-ynXSkWw5BAew,london:5,london,direction,1234,51.649609,-0.170073,51.535260,-0.170542,12.7150,15.6800
manila_query_-2h231ovohZWmrsaBllNyw,manila:177,manila,direction,1234,14.584208,121.056732,14.589862,121.079849,2.5659,15.6800
nairobi_query_-dn1KaWvGY9H5JRLNtaYPg,nairobi:10,nairobi,direction,1234,-26.042625,28.014606,-1.273521,36.800827,2910.3605,15.6800
toronto_query_-4IVXvKV2D8brXjQPZ1GRA,toronto:88,toronto,direction,1234,49.283470,-123.107216,43.643736,-79.402861,3356.9817,15.6800
zurich_query_-4StYjY5sT1S23ls5heCbg,zurich:104,zurich,direction,1234,46.511757,6.625592,47.384664,8.477789,170.8396,15.6800
amman_query_-D0IlKF__f0c9DPAKbiYnw,amman:23,amman,direction,1234,37.484566,-122.148163,31.946058,35.850294,11964.1551,15.6800
boston_query_-3hM-MR6uuw3se14vw3G0w,boston:84,boston,direction,1234,43.062504,-87.896370,42.355516,-71.105953,1371.8506,15.6800
cph_query_-05vIhjxDNupFcgaM90L3w,cph:71,cph,direction,1234,54.888138,10.409783,55.679677,12.568518,162.5776,15.6800
london_query_-5QOE2AlZX8rEz8ONtGRrg,london:131,london,direction,1234,51.555065,-0.278413,51.518989,-0.186234,7.5325,15.6800
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,manila:160,manila,direction,1234,15.772430,120.735794,14.614392,121.074872,133.8100,15.6800
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,nairobi:9,nairobi,direction,1234,-6.364804,106.833961,-1.275838,36.794777,7786.1143,15.6800
toronto_query_-4mlNvZUZnbmRaGbiIndoA,toronto:102,toronto,direction,1234,43.652859,-79.401344,43.653097,-79.398314,0.2452,15.6800
zurich_query_-71-BK_yAOJ1soK0OQWIcg,zurich:44,zurich,direction,1234,47.626789,7.915692,47.408626,8.440654,46.2887,15.6800
amman_query_-EAmCN9i5BGEadZIccXEyA,amman:30,amman,direction,1234,38.036652,23.803438,32.001434,35.876522,1286.4128,15.6800
boston_query_-4vuSn0vvcBVOccgQqFlow,boston:149,boston,direction,1234,42.304901,-71.219200,42.343408,-71.091326,11.3513,15.6800
cph_query_-07-gME-zaQLhCsFrSInSg,cph:241,cph,direction,1234,52.623219,-8.652098,55.669586,12.610691,1419.4896,15.6800
london_query_-7U9wY8ynnu3oZ1g_-0xww,london:104,london,direction,1234,51.594807,-0.066089,51.534225,-0.082836,6.8351,15.6800
manila_query_-5pMypBbFEXHPOTYNJl_EA,manila:116,manila,direction,1234,-6.364804,106.833961,14.567987,121.050187,2806.3594,15.6800
nairobi_query_-rWgRitoKSYrdczUKUiOrA,nairobi:22,nairobi,direction,1234,-1.040897,36.741028,-1.257983,36.701486,24.5359,15.6800
toronto_query_-5HBlqC41yTbYA1NM7dz1A,toronto:156,toronto,direction,1234,43.649136,-79.371780,43.647975,-79.371764,0.1291,15.6800
zurich_query_-7bB9HS2MqV7UT7vRyROfg,zurich:19,zurich,direction,1234,53.542652,9.858727,47.399085,8.513745,689.7001,15.6800
amman_query_-L_vanPrT4RcWlLbzCqMKA,amman:29,amman,direction,1234,31.949841,35.922371,31.958243,35.852087,6.6965,15.6800
boston_query_-5-CNr3q7kmRGcDSMueI4w,boston:234,boston,direction,1234,42.361111,-71.090385,42.354578,-71.078903,1.1907,15.6800
cph_query_-0_HsZnndjHv76QpTyNFCA,cph:242,cph,direction,1234,58.736000,5.639784,55.669816,12.611177,540.4182,15.6800
london_query_-7cNAk24ZhuoOowcvDoImw,london:126,london,direction,1234,51.315285,-0.231882,51.518691,-0.207176,22.6825,15.6800
manila_query_-6NSbTuzpeyDbSXKeGAasg,manila:190,manila,direction,1234,14.274808,121.102959,14.559348,121.089786,31.6712,15.6800
nairobi_query_-yxXz3in11JFniZQAa7m2A,nairobi:10,nairobi,direction,1234,19.505119,-99.244705,-1.273099,36.800974,14822.4129,15.6800
toronto_query_-5RKNbex7In9Ys4mH40wXA,toronto:3,toronto,direction,1234,45.456337,-73.633804,43.651658,-79.437117,501.5565,15.6800
zurich_query_-ANYzSHAsjItBx6yJauT3A,zurich:14,zurich,direction,1234,47.567165,7.563281,47.392415,8.476167,71.3028,15.6800
amman_query_-MUBUlzvFxQS_zFg6xNhVg,amman:6,amman,direction,1234,35.743813,51.347469,31.968966,35.841534,1490.1891,15.6800
boston_query_-6RLrPXAeunQaNK6m645ZA,boston:237,boston,direction,1234,42.349545,-71.077660,42.350361,-71.076221,0.1490,15.6800
cph_query_-2N5Dmf5tOm5N83KXgvjDw,cph:459,cph,direction,1234,59.945381,10.844879,55.702854,12.553638,482.4348,15.6800
london_query_-8xWvI5d3Z6gfsRDb_kEQQ,london:15,london,direction,1234,51.507324,-0.127458,51.503144,-0.152533,1.7967,15.6800
manila_query_-6_2C-ExaVhx4ONvHOvffw,manila:67,manila,direction,1234,14.609620,121.005890,14.631225,121.034560,3.9098,15.6800
nairobi_query_0-ZdPdUGwVdDwKbIOxQCBA,nairobi:15,nairobi,direction,1234,29.856724,121.555824,-1.269268,36.817625,9570.8796,15.6800
toronto_query_-5ryd5v5eXUsmP9y4p6w_g,toronto:346,toronto,direction,1234,43.736938,-79.719872,43.653895,-79.775916,10.2747,15.6800
zurich_query_-Bz7by7mnVU_HZbXc8FmpQ,zurich:111,zurich,direction,1234,51.491333,7.516333,47.390342,8.491967,461.4220,15.6800
amman_query_-N1g8CEJP4UIaWH8Qqja2g,amman:26,amman,direction,1234,35.743813,51.347469,31.956696,35.847420,1490.1497,15.6800
boston_query_-7KZUz5u8-7ja98pf8etVA,boston:176,boston,direction,1234,42.315971,-71.223206,42.305410,-71.085418,11.3909,15.6800
cph_query_-3uNzD-M1uI2jZeGqOkpXg,cph:7,cph,direction,1234,46.942474,7.374454,55.717097,12.561645,1039.4081,15.6800
london_query_-9FGszdwftnBlzMuP0c_NQ,london:18,london,direction,1234,51.502785,-0.135183,51.503390,-0.155664,1.4192,15.6800
manila_query_-6_XaKv0Rrp2Jl0G9m_8NQ,manila:88,manila,direction,1234,12.913175,100.996140,14.525723,121.043254,2172.2403,15.6800
nairobi_query_01juXwMfxX_a4pfhpqt66g,nairobi:10,nairobi,direction,1234,40.974167,29.094166,-1.274450,36.799743,4762.0687,15.6800
toronto_query_-5z50PgNYnxK8Ns2WmF_TQ,toronto:301,toronto,direction,1234,43.736938,-79.719872,43.754078,-79.824089,8.5859,15.6800
zurich_query_-D3dDkhM5rjIJhj1SPdroA,zurich:96,zurich,direction,1234,48.690109,9.003360,47.378900,8.489336,150.7252,15.6800
amman_query_-VdxqGX8d8L_OiSEN5CtDw,amman:0,amman,direction,1234,32.869747,13.183218,31.983953,35.832464,2124.0101,15.6800
boston_query_-8cIAPzC7_za-xCEWsIoK2,boston:248,boston,direction,1234,40.465504,-79.955170,42.341823,-71.158835,762.3303,15.6800
cph_query_-4KruxIYZ3a3GYE0tOKn2w,cph:333,cph,direction,1234,55.398609,10.385856,55.692373,12.533366,138.9840,15.6800
london_query_-9KgeyegI3TaGMqglsDENg,london:111,london,direction,1234,53.469860,-2.291164,51.536444,-0.076229,262.0700,15.6800
manila_query_-7YHsOWBiYFmYcRzIM0ijg,manila:92,manila,direction,1234,14.605166,-61.071499,14.590865,121.044033,16760.3327,15.6800
nairobi_query_09aysNUjwNAPHsHo-R-IdA,nairobi:21,nairobi,direction,1234,-1.040897,36.741028,-1.255310,36.693854,24.4117,15.6800
toronto_query_-68JeZKxV2XoP0N_6780Og,toronto:55,toronto,direction,1234,46.788811,-71.349564,43.631011,-79.415244,722.3491,15.6800
zurich_query_-E0qyEWY7jSPMOpGqiEG-A,zurich:7,zurich,direction,1234,51.491333,7.516333,47.394980,8.503928,461.0447,15.6800
amman_query_-XWB_1fOm8NW5dQx9p5IKg,amman:35,amman,direction,1234,29.313307,48.021240,31.984011,35.900124,1196.2018,15.6800
boston_query_-9Lur-PAHqcMspWszAgfqw,boston:249,boston,direction,1234,53.422531,-2.248635,42.347328,-71.161497,5072.7321,15.6800
cph_query_-4RqBOkDhigU8JsdQZINkQ,cph:94,cph,direction,1234,55.677246,12.567302,55.706035,12.580389,3.3046,15.6800
london_query_-FGaYVNFN5ALUsVDNixL_g,london:122,london,direction,1234,51.513023,-0.379049,51.532457,-0.058266,22.2986,15.6800
manila_query_-81llwEm_ZxNy7Sa7Xrjlw,manila:53,manila,direction,1234,13.745741,100.532234,14.648824,121.034293,2211.6340,15.6800
nairobi_query_0ByAmUG6wFySvLcHHQ0Sdg,nairobi:10,nairobi,direction,1234,-1.954929,30.057478,-1.272851,36.801038,753.3759,15.6800
toronto_query_-6ZIqrL48IaL1dCCO7bDVQ,toronto:351,toronto,direction,1234,51.099384,-114.193459,43.618533,-79.763686,2695.1445,15.6800
zurich_query_-F7hOUVha_xHAoDddsUYdw,zurich:99,zurich,direction,1234,50.926979,11.586270,47.385695,8.539805,451.7231,15.6800
amman_query_-iXxlTRmA5JphamcIjxBbA,amman:11,amman,direction,1234,32.231243,35.258045,32.029374,35.840189,59.2350,15.6800
boston_query_-9gbUk-DmX9AOqntuN1nEm,boston:168,boston,direction,1234,42.304901,-71.219200,42.396756,-71.090514,14.7022,15.6800
cph_query_-4XnD9qE623teR-nRYxB5A,cph:190,cph,direction,1234,55.706097,9.575217,55.652749,12.602146,189.8488,15.6800
london_query_-Flts9XBA2wVlru8_LHbkg,london:111,london,direction,1234,51.235844,-0.577694,51.536552,-0.077324,48.2045,15.6800
manila_query_-85J_HceaTP2S0IavwkQ-A,manila:119,manila,direction,1234,14.274808,121.102959,14.594386,121.056988,35.8787,15.6800
nairobi_query_0LJUobuUEqOqrZc4s2fVgg,nairobi:5,nairobi,direction,1234,34.953705,32.513630,-1.289306,36.779175,4054.4399,15.6800
toronto_query_-7C0G-8afrBbN3hImbBHsA,toronto:346,toronto,direction,1234,43.736938,-79.719872,43.653797,-79.772529,10.1681,15.6800
zurich_query_-Kb55YIF941j2DBFO5gVjA,zurich:111,zurich,direction,1234,47.388325,8.519226,47.390806,8.492133,2.0581,15.6800
amman_query_-qij8CFaEYNp4JW3rF9oqQ,amman:32,amman,direction,1234,20.653500,-103.392334,31.996352,35.884292,12730.7248,15.6800
boston_query_-AJWNV55EAzvKArt5mMYqg,boston:144,boston,direction,1234,50.863853,-0.089263,42.333475,-71.091457,5293.3961,15.6800
cph_query_-5qSxgAnKk-6Bf5AVVoPjA,cph:243,cph,direction,1234,-40.920334,174.983337,55.673263,12.609763,17932.1442,15.6800
london_query_-HfvOD1d7XUGJoEMybpyqQ,london:77,london,direction,1234,52.635334,-1.137166,51.502168,-0.109986,144.2401,15.6800
manila_query_-9tG6ERjH4jVcWo9jkVvBg,manila:29,manila,direction,1234,14.671822,120.934219,14.623835,121.015344,10.2294,15.6800
nairobi_query_0M1Vl3tUlt_2MiFp6vxhrg,nairobi:1,nairobi,direction,1234,-26.410551,-54.625740,-1.246579,36.680326,10075.9368,15.6800
toronto_query_-7bDZLvVOVk7ethfd1yomg,toronto:251,toronto,direction,1234,28.575136,-81.327148,43.661414,-79.319267,1687.0417,15.6800
