query_id,correct_gallery_id,correct_rank,correct_similarity,hardest_negative_id,hardest_negative_similarity,retrieval_margin,top1_gallery_id,top5_hit,top10_hit,psnr_mean,effective_weight_energy,effective_mse,clipping_fraction,weight_top10pct_share,placement,operator,label,backbone,seed,gallery_size
amman_query_-39Q9edqZUArYHa41OPDoQ,amman_database_R8Ij4xihH7Ic6-CiDTeF5Q,20,0.727340579032898,cph_database_-_KliOz6KFW4zu0jAK2WOw,0.7491445541381836,-0.021803975105285645,cph_database_-_KliOz6KFW4zu0jAK2WOw,0,0,24.153639717481767,0.2507728934288025,249.87130737304688,0.0,0.10000001639127731,uniform,mosaic,uniform same-energy,resnet18,1234,0
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,boston_database_-XpWzw3N73sfAC2jKTbD5Q,1,0.7990797758102417,boston_database_0XkG0EUDAUX3eUfdrB2wyw,0.7738893032073975,0.02519047260284424,boston_database_-XpWzw3N73sfAC2jKTbD5Q,1,1,24.33618373497792,0.25078102946281433,239.5863037109375,0.0,0.10000001639127731,uniform,mosaic,uniform same-energy,resnet18,1234,0
cph_query_--FyHVca3HP-QgUmcAvToA,cph_database_0Q0gtEqeli73OIL6hl2ULA,331,0.6584844589233398,manila_database_5KjCqKXvOy1atSXsJksMSg,0.7565653324127197,-0.09808087348937988,manila_database_5KjCqKXvOy1atSXsJksMSg,0,0,24.130495458464,0.2507774531841278,251.2064666748047,0.00447048619389534,0.09999999403953552,uniform,mosaic,uniform same-energy,resnet18,1234,0
london_query_-0u7VsCOCAmwH4RFsN5BoA,london_database_6u4jtUE4wzIQULOtoDYFLQ,55,0.7897475361824036,manila_database_5DL68ummxB188F8hnuZraQ,0.829021692276001,-0.03927415609359741,manila_database_5DL68ummxB188F8hnuZraQ,0,0,24.45966343025889,0.25077372789382935,232.87025451660156,0.0,0.09999999403953552,uniform,mosaic,uniform same-energy,resnet18,1234,0
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,manila_database_Zr6IH7wDsmdaq7VyLJLKDg,382,0.7258263826370239,toronto_database_26JdYyW400A_kG429eqJlg,0.8389546275138855,-0.11312824487686157,toronto_database_26JdYyW400A_kG429eqJlg,0,0,24.14237633005611,0.2507741451263428,250.5201873779297,0.0,0.10000000149011612,uniform,mosaic,uniform same-energy,resnet18,1234,0
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,nairobi_database_fdXQFliJlP2K6rvw_jLOnQ,2000,0.44715675711631775,toronto_database_-DHxCCOSIC-FS5KWvFDDuw,0.7302156686782837,-0.28305891156196594,toronto_database_-DHxCCOSIC-FS5KWvFDDuw,0,0,24.087513836230904,0.25077372789382935,253.70497131347656,0.0,0.09999999403953552,uniform,mosaic,uniform same-energy,resnet18,1234,0
toronto_query_-1caqsIDW4YpUBZB98J9uV,toronto_database_4i0YjOSfPxVUhWkZAOJFcQ,87,0.7580942511558533,manila_database_3Onw0bPUD89GtnkraXjrXw,0.8130314946174622,-0.05493724346160889,manila_database_3Onw0bPUD89GtnkraXjrXw,0,0,24.450095892074295,0.25076574087142944,233.3838348388672,0.02187499962747097,0.10000000894069672,uniform,mosaic,uniform same-energy,resnet18,1234,0
zurich_query_--RjvuIbkJiPNJknyeZN_Q,zurich_database_6NPG2JUZ0tfT5suxTsfVhQ,125,0.7124650478363037,manila_database_5KjCqKXvOy1atSXsJksMSg,0.7702658176422119,-0.0578007698059082,manila_database_5KjCqKXvOy1atSXsJksMSg,0,0,24.086004093721627,0.2507779896259308,253.79318237304688,0.0,0.10000000894069672,uniform,mosaic,uniform same-energy,resnet18,1234,0
amman_query_-6eEB_fS2eePRNUql6vOrQ,amman_database_Ld8UF_WG7d620clwmhmA7w,1,0.8367384672164917,amman_database_02QDyqJCGHCCKjoCkgq9Rg,0.8364887237548828,0.0002497434616088867,amman_database_Ld8UF_WG7d620clwmhmA7w,1,1,24.051323320620597,0.2507794499397278,255.82797241210938,0.0,0.09999999403953552,uniform,mosaic,uniform same-energy,resnet18,1234,0
boston_query_--VtRctVkqAafFr5b_6GXg,boston_database_4hScTd04aqnM3sJLg58Zww,263,0.7189360857009888,manila_database_5KjCqKXvOy1atSXsJksMSg,0.7848337888717651,-0.06589770317077637,manila_database_5KjCqKXvOy1atSXsJksMSg,0,0,24.236518800991433,0.25077250599861145,245.1480712890625,0.0,0.10000000149011612,uniform,mosaic,uniform same-energy,resnet18,1234,0
