query_id,correct_gallery_id,correct_rank,correct_similarity,hardest_negative_id,hardest_negative_similarity,retrieval_margin,top1_gallery_id,top5_hit,top10_hit,psnr_mean,effective_weight_energy,effective_mse,clipping_fraction,weight_top10pct_share,placement,operator,label,backbone,seed,gallery_size
amman_query_-39Q9edqZUArYHa41OPDoQ,amman_database_3hiyus-dfgBvWTeaiMJ6Jg,48,0.6689813137054443,manila_database_4q-w24tDCBkZ5jpeyfTRGA,0.7246344089508057,-0.05565309524536133,manila_database_4q-w24tDCBkZ5jpeyfTRGA,0,0,24.153639187064122,0.2507728934288025,249.871337890625,0.01998155377805233,0.10000001639127731,uniform,correlated,uniform same-energy,resnet18,1234,0
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,boston_database_-XpWzw3N73sfAC2jKTbD5Q,1,0.8509588241577148,boston_database_jLZBxhi43xRqNGpFX8eD5g,0.8256824016571045,0.02527642250061035,boston_database_-XpWzw3N73sfAC2jKTbD5Q,1,1,24.336183181790418,0.25078102946281433,239.58633422851562,0.047607421875,0.10000001639127731,uniform,correlated,uniform same-energy,resnet18,1234,0
cph_query_--FyHVca3HP-QgUmcAvToA,cph_database_0Q0gtEqeli73OIL6hl2ULA,489,0.6763021945953369,manila_database_19O8RqWar1XGh6LAIJtmNA,0.7654110193252563,-0.08910882472991943,manila_database_19O8RqWar1XGh6LAIJtmNA,0,0,24.130495458464,0.2507774531841278,251.2064666748047,0.01845703087747097,0.09999999403953552,uniform,correlated,uniform same-energy,resnet18,1234,0
london_query_-0u7VsCOCAmwH4RFsN5BoA,london_database_f9ng8k9Ngt4UWja_a-mjaw,227,0.7284843921661377,nairobi_database_Kt-SBWjbXcIhh77wVmq2lw,0.7688943147659302,-0.04040992259979248,nairobi_database_Kt-SBWjbXcIhh77wVmq2lw,0,0,24.459663145688083,0.25077372789382935,232.87026977539062,0.08456488698720932,0.09999999403953552,uniform,correlated,uniform same-energy,resnet18,1234,0
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,manila_database_Zr6IH7wDsmdaq7VyLJLKDg,252,0.6397988796234131,toronto_database_8D8N-X1zcInyiQv7m_tRvA,0.7319427728652954,-0.09214389324188232,toronto_database_8D8N-X1zcInyiQv7m_tRvA,0,0,24.14237712362192,0.2507741451263428,250.5201416015625,0.0182834193110466,0.10000000149011612,uniform,correlated,uniform same-energy,resnet18,1234,0
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,nairobi_database_fdXQFliJlP2K6rvw_jLOnQ,2000,0.40344399213790894,amman_database_ugi1L8kfJhi2W7D5xbEYlA,0.759713351726532,-0.35626935958862305,amman_database_ugi1L8kfJhi2W7D5xbEYlA,0,0,24.087514619834998,0.25077372789382935,253.70492553710938,0.009174262173473835,0.09999999403953552,uniform,correlated,uniform same-energy,resnet18,1234,0
toronto_query_-1caqsIDW4YpUBZB98J9uV,toronto_database_7WOBnCp6fEqQrfRb2oW-QA,19,0.7618356347084045,amman_database_DkzLCHqXz31EmMxxejPuJw,0.7772272825241089,-0.015391647815704346,amman_database_DkzLCHqXz31EmMxxejPuJw,0,0,24.45009645996352,0.25076574087142944,233.38380432128906,0.07852105051279068,0.10000000894069672,uniform,correlated,uniform same-energy,resnet18,1234,0
zurich_query_--RjvuIbkJiPNJknyeZN_Q,zurich_database_TZZASHVyX8JX4JCtjaZu8A,700,0.6401935815811157,cph_database_4NQHSbQ8iQrPvSbbODlB3w,0.7664741277694702,-0.1262805461883545,cph_database_4NQHSbQ8iQrPvSbbODlB3w,0,0,24.086004093721627,0.2507779896259308,253.79318237304688,0.009716796688735485,0.10000000894069672,uniform,correlated,uniform same-energy,resnet18,1234,0
amman_query_-6eEB_fS2eePRNUql6vOrQ,amman_database_Ld8UF_WG7d620clwmhmA7w,5,0.7301523685455322,boston_database_3rNUH6fMlQzOd2KhLjSFSA,0.748185396194458,-0.01803302764892578,boston_database_3rNUH6fMlQzOd2KhLjSFSA,1,1,24.051321766418383,0.2507794499397278,255.82806396484375,0.0045301648788154125,0.09999999403953552,uniform,correlated,uniform same-energy,resnet18,1234,0
boston_query_--VtRctVkqAafFr5b_6GXg,boston_database_4hScTd04aqnM3sJLg58Zww,239,0.7166429758071899,boston_database_87osbt4QESoaKhqx1S698g,0.7893128991127014,-0.07266992330551147,boston_database_87osbt4QESoaKhqx1S698g,0,0,24.23651853067286,0.25077250599861145,245.14808654785156,0.03194987028837204,0.10000000149011612,uniform,correlated,uniform same-energy,resnet18,1234,0
