query_id,condition,seed,sanitizer,correct_rank,top1_place,correct_place,effective_mse,psnr
amman_query_-39Q9edqZUArYHa41OPDoQ,isotropic,1234,jpeg50,1,amman:31,amman:31,15.680000,36.1773
amman_query_-39Q9edqZUArYHa41OPDoQ,white_box,1234,jpeg50,7,amman:6,amman:31,15.679997,36.1773
amman_query_-39Q9edqZUArYHa41OPDoQ,transfer_1,1234,jpeg50,1,amman:31,amman:31,15.679997,36.1773
amman_query_-39Q9edqZUArYHa41OPDoQ,transfer_2,1234,jpeg50,1,amman:31,amman:31,15.679992,36.1773
amman_query_-39Q9edqZUArYHa41OPDoQ,transfer_3,1234,jpeg50,3,nairobi:10,amman:31,15.679991,36.1773
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,isotropic,1234,jpeg50,1,boston:87,boston:87,15.679997,36.1773
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,white_box,1234,jpeg50,193,boston:235,boston:87,15.680000,36.1773
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,transfer_1,1234,jpeg50,1,boston:87,boston:87,15.679998,36.1773
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,transfer_2,1234,jpeg50,1,boston:87,boston:87,15.679995,36.1773
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,transfer_3,1234,jpeg50,1,boston:87,boston:87,15.679998,36.1773
cph_query_--FyHVca3HP-QgUmcAvToA,isotropic,1234,jpeg50,208,boston:19,cph:208,15.680000,36.1773
cph_query_--FyHVca3HP-QgUmcAvToA,white_box,1234,jpeg50,845,zurich:19,cph:208,15.680000,36.1773
cph_query_--FyHVca3HP-QgUmcAvToA,transfer_1,1234,jpeg50,127,zurich:35,cph:208,15.680000,36.1773
cph_query_--FyHVca3HP-QgUmcAvToA,transfer_2,1234,jpeg50,300,zurich:35,cph:208,15.680002,36.1773
cph_query_--FyHVca3HP-QgUmcAvToA,transfer_3,1234,jpeg50,55,zurich:35,cph:208,15.679998,36.1773
london_query_-0u7VsCOCAmwH4RFsN5BoA,isotropic,1234,jpeg50,154,toronto:102,london:51,15.679997,36.1773
london_query_-0u7VsCOCAmwH4RFsN5BoA,white_box,1234,jpeg50,207,london:28,london:51,15.679997,36.1773
london_query_-0u7VsCOCAmwH4RFsN5BoA,transfer_1,1234,jpeg50,144,toronto:102,london:51,15.680002,36.1773
london_query_-0u7VsCOCAmwH4RFsN5BoA,transfer_2,1234,jpeg50,214,toronto:102,london:51,15.680001,36.1773
london_query_-0u7VsCOCAmwH4RFsN5BoA,transfer_3,1234,jpeg50,222,toronto:102,london:51,15.679992,36.1773
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,isotropic,1234,jpeg50,105,manila:135,manila:102,15.679998,36.1773
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,white_box,1234,jpeg50,248,manila:190,manila:102,15.680000,36.1773
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,transfer_1,1234,jpeg50,120,manila:190,manila:102,15.680000,36.1773
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,transfer_2,1234,jpeg50,176,toronto:274,manila:102,15.680000,36.1773
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,transfer_3,1234,jpeg50,156,manila:190,manila:102,15.680000,36.1773
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,isotropic,1234,jpeg50,1999,amman:11,nairobi:2,15.680000,36.1773
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,white_box,1234,jpeg50,2000,london:34,nairobi:2,15.679998,36.1773
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,transfer_1,1234,jpeg50,2000,toronto:200,nairobi:2,15.680002,36.1773
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,transfer_2,1234,jpeg50,2000,boston:79,nairobi:2,15.680005,36.1773
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,transfer_3,1234,jpeg50,2000,zurich:35,nairobi:2,15.679995,36.1773
toronto_query_-1caqsIDW4YpUBZB98J9uV,isotropic,1234,jpeg50,28,cph:464,toronto:33,15.679997,36.1773
toronto_query_-1caqsIDW4YpUBZB98J9uV,white_box,1234,jpeg50,106,amman:23,toronto:33,15.680005,36.1773
toronto_query_-1caqsIDW4YpUBZB98J9uV,transfer_1,1234,jpeg50,8,cph:464,toronto:33,15.679992,36.1773
toronto_query_-1caqsIDW4YpUBZB98J9uV,transfer_2,1234,jpeg50,10,cph:464,toronto:33,15.679996,36.1773
toronto_query_-1caqsIDW4YpUBZB98J9uV,transfer_3,1234,jpeg50,10,cph:464,toronto:33,15.680002,36.1773
zurich_query_--RjvuIbkJiPNJknyeZN_Q,isotropic,1234,jpeg50,275,boston:234,zurich:64,15.680000,36.1773
zurich_query_--RjvuIbkJiPNJknyeZN_Q,white_box,1234,jpeg50,1258,zurich:5,zurich:64,15.680000,36.1773
zurich_query_--RjvuIbkJiPNJknyeZN_Q,transfer_1,1234,jpeg50,398,boston:234,zurich:64,15.679997,36.1773
zurich_query_--RjvuIbkJiPNJknyeZN_Q,transfer_2,1234,jpeg50,600,manila:163,zurich:64,15.679997,36.1773
zurich_query_--RjvuIbkJiPNJknyeZN_Q,transfer_3,1234,jpeg50,536,boston:234,zurich:64,15.680000,36.1773
