query_id,correct_gallery_id,correct_rank,correct_similarity,hardest_negative_id,hardest_negative_similarity,retrieval_margin,top1_gallery_id,top5_hit,top10_hit,psnr_mean,effective_weight_energy,effective_mse,clipping_fraction,weight_top10pct_share,placement,operator,label,backbone,seed,gallery_size
amman_query_-39Q9edqZUArYHa41OPDoQ,amman_database_230ybQVhceCf4Sln4SPOMQ,1,0.8578524589538574,amman_database_83JeviUS_J6DBsBA1i9tuA,0.8489935398101807,0.008858919143676758,amman_database_230ybQVhceCf4Sln4SPOMQ,1,1,36.076454997178075,0.2507728934288025,16.04851531982422,0.0,0.10000001639127731,uniform,blur,uniform same-energy,resnet18,1234,0
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,boston_database_-XpWzw3N73sfAC2jKTbD5Q,1,0.9454278349876404,boston_database_0XkG0EUDAUX3eUfdrB2wyw,0.9056617021560669,0.039766132831573486,boston_database_-XpWzw3N73sfAC2jKTbD5Q,1,1,36.085434001866034,0.25078102946281433,16.015369415283203,0.0,0.10000001639127731,uniform,blur,uniform same-energy,resnet18,1234,0
cph_query_--FyHVca3HP-QgUmcAvToA,cph_database_0dcx1DoaGzM3QYU_47-ctA,52,0.8361912965774536,boston_database_DU3FJGAh3PrB45a580xbGg,0.8836175203323364,-0.04742622375488281,boston_database_DU3FJGAh3PrB45a580xbGg,0,0,36.10475249552786,0.2507774531841278,15.944287300109863,0.0003743489505723119,0.09999999403953552,uniform,blur,uniform same-energy,resnet18,1234,0
london_query_-0u7VsCOCAmwH4RFsN5BoA,london_database_6MbCpJaLFsTGxLRixQ3Grg,208,0.7746920585632324,zurich_database_0r57m1gsoV4j_t4xOqtL7A,0.8261042833328247,-0.051412224769592285,zurich_database_0r57m1gsoV4j_t4xOqtL7A,0,0,36.353453167477085,0.25077372789382935,15.05688190460205,0.0,0.09999999403953552,uniform,blur,uniform same-energy,resnet18,1234,0
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,manila_database_Zr6IH7wDsmdaq7VyLJLKDg,66,0.8227946758270264,manila_database_7vOvfavBmZmLG0s8XGaBbA,0.8779315948486328,-0.055136919021606445,manila_database_7vOvfavBmZmLG0s8XGaBbA,0,0,36.069966110194684,0.2507741451263428,16.072511672973633,0.0,0.10000000149011612,uniform,blur,uniform same-energy,resnet18,1234,0
nairobi_query_-K4R8iYrz9LwQ7wia8JZtQ,nairobi_database_fdXQFliJlP2K6rvw_jLOnQ,1999,0.533044159412384,zurich_database_4-7L3aTGT-P2Zip2jLHH2Q,0.8242180347442627,-0.29117387533187866,zurich_database_4-7L3aTGT-P2Zip2jLHH2Q,0,0,36.06674770130311,0.25077372789382935,16.084426879882812,0.0,0.09999999403953552,uniform,blur,uniform same-energy,resnet18,1234,0
toronto_query_-1caqsIDW4YpUBZB98J9uV,toronto_database_0ItNHOVZYAjAFyIWcZNw3Q,23,0.8467361927032471,zurich_database_VgwLuWhpDSqjlB2NYlCDAw,0.8632950782775879,-0.01655888557434082,zurich_database_VgwLuWhpDSqjlB2NYlCDAw,0,0,36.273713002399745,0.25076574087142944,15.335892677307129,0.0029188368935137987,0.10000000894069672,uniform,blur,uniform same-energy,resnet18,1234,0
zurich_query_--RjvuIbkJiPNJknyeZN_Q,zurich_database_TZZASHVyX8JX4JCtjaZu8A,252,0.7921358346939087,boston_database_7T5vnHPW4Xd12sc2X_jLfw,0.8560994863510132,-0.06396365165710449,boston_database_7T5vnHPW4Xd12sc2X_jLfw,0,0,36.068501636781434,0.2507779896259308,16.077932357788086,0.0,0.10000000894069672,uniform,blur,uniform same-energy,resnet18,1234,0
amman_query_-6eEB_fS2eePRNUql6vOrQ,amman_database_Ld8UF_WG7d620clwmhmA7w,1,0.9213703274726868,amman_database_ONY-rsH_3nthK111PVrqsg,0.8849250078201294,0.03644531965255737,amman_database_Ld8UF_WG7d620clwmhmA7w,1,1,36.06691868528857,0.2507794499397278,16.08379364013672,0.0,0.09999999403953552,uniform,blur,uniform same-energy,resnet18,1234,0
boston_query_--VtRctVkqAafFr5b_6GXg,boston_database_UwsH5HN1NhjYYf2i_SZMMw,264,0.7990267276763916,manila_database_5epuq5tYovqXrYnobxqP_A,0.8836184144020081,-0.08459168672561646,manila_database_5epuq5tYovqXrYnobxqP_A,0,0,36.08123515091327,0.25077250599861145,16.030860900878906,0.0,0.10000000149011612,uniform,blur,uniform same-energy,resnet18,1234,0
cph_query_--kN3Y3n0x47vWa8WX-a8w,cph_database_m8v7yRzg-Ahnt8itIkwjQA,1,0.9174802303314209,zurich_database_4FlzweEjVGvnW3C9lZIYrw,0.8885480165481567,0.02893221378326416,cph_database_m8v7yRzg-Ahnt8itIkwjQA,1,1,36.066289888774946,0.2507750391960144,16.086122512817383,0.0,0.10000000149011612,uniform,blur,uniform same-energy,resnet18,1234,0
london_query_-4Vq2O1PhPmG6WK-yV402Q,london_database_ZMtlIMgqMeKcrAIPxCMp3g,1,0.9064921140670776,london_database_8m5P4YTaevUpbWaQ62dnUA,0.9036948680877686,0.002797245979309082,london_database_ZMtlIMgqMeKcrAIPxCMp3g,1,1,36.29516022854139,0.250778466463089,15.260344505310059,0.02890625037252903,0.10000000149011612,uniform,blur,uniform same-energy,resnet18,1234,0
manila_query_-10rV9IlRhgTnk5e_QJbgA,manila_database_8aFsf-s2G5vsaCKgNpxZxA,773,0.7703965306282043,manila_database_403INTlXpIBnsRFhSgUFOw,0.8804900050163269,-0.11009347438812256,manila_database_403INTlXpIBnsRFhSgUFOw,0,0,36.31709031622427,0.2507728934288025,15.183480262756348,0.0,0.10000001639127731,uniform,blur,uniform same-energy,resnet18,1234,0
