query_id,condition,serialisation,seed,eval_backbone,linf_projection,release_gain,max_abs_delta_prescale,mse_prescale,max_abs_delta_float,mse_float,clipped_frac_float,max_abs_delta_decoded,mse_decoded,bytes,top1,top5,top10,rank_of_positive
amman_query_-39Q9edqZUArYHa41OPDoQ,direction,float,1234,resnet18,16.0,1.155557558270665,16.00000762939453,44.97395324707031,18.488929748535156,60.0,0.0031358508858829737,18.488929748535156,60.0,0,0.0,0.0,0.0,150
amman_query_-39Q9edqZUArYHa41OPDoQ,direction,png,1234,resnet18,16.0,1.155557558270665,16.00000762939453,44.97395324707031,18.488929748535156,60.0,0.0031358508858829737,18.985000610351562,60.0517692565918,125278,0.0,0.0,0.0,151
amman_query_-39Q9edqZUArYHa41OPDoQ,direction,jpeg95,1234,resnet18,16.0,1.155557558270665,16.00000762939453,44.97395324707031,18.488929748535156,60.0,0.0031358508858829737,34.99000549316406,73.77664947509766,57116,0.0,0.0,0.0,153
amman_query_-39Q9edqZUArYHa41OPDoQ,direction,jpeg75,1234,resnet18,16.0,1.155557558270665,16.00000762939453,44.97395324707031,18.488929748535156,60.0,0.0031358508858829737,39.12999725341797,41.14479446411133,14617,0.0,0.0,0.0,20
amman_query_-39Q9edqZUArYHa41OPDoQ,direction_eot,float,1234,resnet18,16.0,1.0392112544959762,16.00000762939453,55.56957244873047,16.62738800048828,59.99999237060547,0.0025499132461845875,16.62738800048828,59.99999237060547,0,0.0,0.0,0.0,40
amman_query_-39Q9edqZUArYHa41OPDoQ,direction_eot,png,1234,resnet18,16.0,1.0392112544959762,16.00000762939453,55.56957244873047,16.62738800048828,59.99999237060547,0.0025499132461845875,17.125015258789062,60.11429214477539,123302,0.0,0.0,0.0,42
amman_query_-39Q9edqZUArYHa41OPDoQ,direction_eot,jpeg95,1234,resnet18,16.0,1.0392112544959762,16.00000762939453,55.56957244873047,16.62738800048828,59.99999237060547,0.0025499132461845875,32.135009765625,71.41179656982422,54959,0.0,0.0,0.0,40
amman_query_-39Q9edqZUArYHa41OPDoQ,direction_eot,jpeg75,1234,resnet18,16.0,1.0392112544959762,16.00000762939453,55.56957244873047,16.62738800048828,59.99999237060547,0.0025499132461845875,37.37998962402344,45.74184036254883,14696,0.0,0.0,0.0,50
amman_query_-39Q9edqZUArYHa41OPDoQ,isotropic,float,1234,resnet18,,7.6742095527251895,4.352266311645508,1.006155014038086,33.400203704833984,60.0,0.00606553815305233,33.400203704833984,60.0,0,1.0,1.0,1.0,1
amman_query_-39Q9edqZUArYHa41OPDoQ,isotropic,png,1234,resnet18,,7.6742095527251895,4.352266311645508,1.006155014038086,33.400203704833984,60.0,0.00606553815305233,33.650001525878906,60.0867805480957,128866,1.0,1.0,1.0,1
amman_query_-39Q9edqZUArYHa41OPDoQ,isotropic,jpeg95,1234,resnet18,,7.6742095527251895,4.352266311645508,1.006155014038086,33.400203704833984,60.0,0.00606553815305233,42.665000915527344,76.8570327758789,60566,1.0,1.0,1.0,1
amman_query_-39Q9edqZUArYHa41OPDoQ,isotropic,jpeg75,1234,resnet18,,7.6742095527251895,4.352266311645508,1.006155014038086,33.400203704833984,60.0,0.00606553815305233,36.18499755859375,27.771121978759766,13598,0.0,1.0,1.0,2
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,direction,float,1234,resnet18,16.0,1.1541461209554096,16.00000762939453,45.172428131103516,18.466346740722656,59.99999237060547,0.00859917514026165,18.466346740722656,59.99999237060547,0,0.0,0.0,1.0,8
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,direction,png,1234,resnet18,16.0,1.1541461209554096,16.00000762939453,45.172428131103516,18.466346740722656,59.99999237060547,0.00859917514026165,18.96491241455078,60.085357666015625,127113,0.0,0.0,1.0,8
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,direction,jpeg95,1234,resnet18,16.0,1.1541461209554096,16.00000762939453,45.172428131103516,18.466346740722656,59.99999237060547,0.00859917514026165,34.02631378173828,72.8226547241211,58248,0.0,0.0,1.0,7
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,direction,jpeg75,1234,resnet18,16.0,1.1541461209554096,16.00000762939453,45.172428131103516,18.466346740722656,59.99999237060547,0.00859917514026165,43.88616180419922,44.05225372314453,15630,1.0,1.0,1.0,1
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,direction_eot,float,1234,resnet18,16.0,1.006568905559108,16.00000762939453,59.22660827636719,16.10511016845703,59.999996185302734,0.006510416977107525,16.10511016845703,59.999996185302734,0,0.0,0.0,0.0,94
