query_id,correct_gallery_id,correct_rank,correct_similarity,hardest_negative_id,hardest_negative_similarity,retrieval_margin,top1_gallery_id,top5_hit,top10_hit,psnr_mean,effective_weight_energy,effective_mse,placement,label,backbone,seed,gallery_size
loc_000,loc_000,2,0.9374202489852905,loc_004,0.9486392736434937,-0.011219024658203125,loc_004,1,1,36.18891441233345,0.2506243884563446,15.638338088989258,learned,learned support (DCRF),resnet50,1234,48
loc_001,loc_001,1,0.9089317917823792,loc_006,0.8985510468482971,0.010380744934082031,loc_001,1,1,36.22269910165129,0.2506186068058014,15.51716136932373,learned,learned support (DCRF),resnet50,1234,48
loc_002,loc_002,2,0.9007443785667419,0c979954-46a8-404f-b3f6-3f10515f1b2e,0.9042620658874512,-0.0035176873207092285,0c979954-46a8-404f-b3f6-3f10515f1b2e,1,1,36.23160235782484,0.25062379240989685,15.485386848449707,learned,learned support (DCRF),resnet50,1234,48
loc_003,loc_003,2,0.9456025958061218,0bd8dd73-9e1b-4b9b-bde8-bd14edf274e4,0.9467881321907043,-0.0011855363845825195,0bd8dd73-9e1b-4b9b-bde8-bd14edf274e4,1,1,36.19092860321694,0.25062480568885803,15.63109016418457,learned,learned support (DCRF),resnet50,1234,48
loc_004,loc_004,1,0.9451512098312378,loc_000,0.9357080459594727,0.009443163871765137,loc_004,1,1,36.19179914063734,0.2506240904331207,15.62795639038086,learned,learned support (DCRF),resnet50,1234,48
loc_005,loc_005,1,0.8033420443534851,045ba7a2-4175-44be-87c6-b83793ec73fa,0.42495399713516235,0.37838804721832275,loc_005,1,1,36.11910125887898,0.2506271302700043,15.891753196716309,learned,learned support (DCRF),resnet50,1234,48
loc_006,loc_006,2,0.899003267288208,loc_001,0.9077533483505249,-0.008750081062316895,loc_001,1,1,36.2106142781691,0.25061914324760437,15.56039047241211,learned,learned support (DCRF),resnet50,1234,48
loc_007,loc_007,1,0.8937163352966309,0391ac55-0271-46c1-bab3-098898b00482,0.8334711194038391,0.06024521589279175,loc_007,1,1,36.11611144847335,0.25062069296836853,15.902670860290527,learned,learned support (DCRF),resnet50,1234,48
loc_008,loc_008,1,0.9122278690338135,0ac7d44e-e168-496c-a9ac-1cddbe17a694,0.8728395104408264,0.03938835859298706,loc_008,1,1,36.134018711367,0.2506259083747864,15.8372802734375,learned,learned support (DCRF),resnet50,1234,48
loc_009,loc_009,1,0.8629111051559448,07c280db-259e-49a4-bfd8-a632e698ef20,0.67734694480896,0.18556416034698486,loc_009,1,1,36.11934429429773,0.2506204843521118,15.890878677368164,learned,learned support (DCRF),resnet50,1234,48
loc_010,loc_010,2,0.9259968996047974,loc_004,0.9332472085952759,-0.007250308990478516,loc_004,1,1,36.173393107283644,0.25062569975852966,15.694319725036621,learned,learned support (DCRF),resnet50,1234,48
loc_011,loc_011,1,0.8169794678688049,0d5c8785-fe79-4356-bca4-9b3d8108e6d6,0.5137149095535278,0.3032645583152771,loc_011,1,1,36.13912360447551,0.25063127279281616,15.818660736083984,learned,learned support (DCRF),resnet50,1234,48
loc_000,loc_000,2,0.9373980760574341,loc_004,0.9486379027366638,-0.011239826679229736,loc_004,1,1,36.18892490094496,0.250624418258667,15.638299942016602,uniform,uniform same-energy,resnet50,1234,48
loc_001,loc_001,1,0.9089375138282776,loc_006,0.8985564708709717,0.010381042957305908,loc_001,1,1,36.22272869988798,0.2506186366081238,15.51705551147461,uniform,uniform same-energy,resnet50,1234,48
loc_002,loc_002,2,0.9006791710853577,0c979954-46a8-404f-b3f6-3f10515f1b2e,0.9042248725891113,-0.003545701503753662,0c979954-46a8-404f-b3f6-3f10515f1b2e,1,1,36.23161128140144,0.25062382221221924,15.485355377197266,uniform,uniform same-energy,resnet50,1234,48
